Fondsposition per,"24.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"BWA","BORGWARNER INC","Zyklische Konsumgüter ","Aktien","15.215.836,50","0,03","15.215.836,50","370.215,00","41,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CDAY","CERIDIAN HCM HOLDING INC","IT","Aktien","14.898.169,71","0,03","14.898.169,71","210.337,00","70,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GL","GLOBE LIFE INC","Financials","Aktien","14.789.374,60","0,03","14.789.374,60","147.746,00","100,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNR","PENTAIR","Industrie","Aktien","14.671.318,59","0,03","14.671.318,59","255.109,00","57,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LW","LAMB WESTON HOLDINGS INC","Nichtzyklische Konsumgüter","Aktien","14.498.855,80","0,03","14.498.855,80","224.510,00","64,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NRG","NRG ENERGY INC","Versorger","Aktien","14.456.246,12","0,03","14.456.246,12","378.634,00","38,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AIZ","ASSURANT INC","Financials","Aktien","14.370.996,00","0,03","14.370.996,00","87.896,00","163,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TAP","MOLSON COORS BREWING CLASS B","Nichtzyklische Konsumgüter","Aktien","14.236.122,88","0,03","14.236.122,88","288.064,00","49,42","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AOS","A O SMITH CORP","Industrie","Aktien","14.056.988,94","0,03","14.056.988,94","207.422,00","67,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OGN","ORGANON","Gesundheitsversorgung","Aktien","14.025.181,92","0,02","14.025.181,92","389.264,00","36,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WYNN","WYNN RESORTS LTD","Zyklische Konsumgüter ","Aktien","13.937.981,60","0,02","13.937.981,60","161.170,00","86,48","Vereinigte Staaten","NASDAQ","USD"
"LUMN","LUMEN TECHNOLOGIES INC","Kommunikation","Aktien","13.831.710,69","0,02","13.831.710,69","1.421.553,00","9,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NWL","NEWELL BRANDS INC","Zyklische Konsumgüter ","Aktien","13.807.630,92","0,02","13.807.630,92","578.209,00","23,88","Vereinigte Staaten","NASDAQ","USD"
"DXC","DXC TECHNOLOGY","IT","Aktien","13.789.027,88","0,02","13.789.027,88","393.298,00","35,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CPB","CAMPBELL SOUP","Nichtzyklische Konsumgüter","Aktien","13.489.040,32","0,02","13.489.040,32","309.808,00","43,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NWSA","NEWS CORP CLASS A","Kommunikation","Aktien","13.088.481,87","0,02","13.088.481,87","606.791,00","21,57","Vereinigte Staaten","NASDAQ","USD"
"PBCT","PEOPLES UNITED FINANCIAL INC","Financials","Aktien","12.982.322,85","0,02","12.982.322,85","650.743,00","19,95","Vereinigte Staaten","NASDAQ","USD"
"FRT","FEDERAL REALTY INVESTMENT TRUST RE","Immobilien","Aktien","12.882.300,86","0,02","12.882.300,86","109.861,00","117,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DISCK","DISCOVERY INC SERIES C","Kommunikation","Aktien","12.793.916,25","0,02","12.793.916,25","462.375,00","27,67","Vereinigte Staaten","NASDAQ","USD"
"PENN","PENN NATIONAL GAMING INC","Zyklische Konsumgüter ","Aktien","12.692.565,15","0,02","12.692.565,15","255.435,00","49,69","Vereinigte Staaten","NASDAQ","USD"
"BEN","FRANKLIN RESOURCES INC","Financials","Aktien","12.550.655,84","0,02","12.550.655,84","433.379,00","28,96","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MHK","MOHAWK INDUSTRIES INC","Zyklische Konsumgüter ","Aktien","11.988.208,36","0,02","11.988.208,36","86.116,00","139,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HII","HUNTINGTON INGALLS INDUSTRIES INC","Industrie","Aktien","11.907.411,79","0,02","11.907.411,79","62.021,00","191,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PNW","PINNACLE WEST CORP","Versorger","Aktien","11.643.533,52","0,02","11.643.533,52","172.804,00","67,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DVA","DAVITA INC","Gesundheitsversorgung","Aktien","11.538.320,58","0,02","11.538.320,58","103.122,00","111,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DISH","DISH NETWORK CORP CLASS A","Kommunikation","Aktien","11.248.535,04","0,02","11.248.535,04","381.824,00","29,46","Vereinigte Staaten","NASDAQ","USD"
"ROL","ROLLINS INC","Industrie","Aktien","11.032.571,20","0,02","11.032.571,20","349.132,00","31,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NCLH","NORWEGIAN CRUISE LINE HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","11.027.282,89","0,02","11.027.282,89","569.297,00","19,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IVZ","INVESCO LTD","Financials","Aktien","11.023.960,02","0,02","11.023.960,02","524.451,00","21,02","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALK","ALASKA AIR GROUP INC","Industrie","Aktien","10.656.587,80","0,02","10.656.587,80","189.619,00","56,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PVH","PVH CORP","Zyklische Konsumgüter ","Aktien","10.659.034,96","0,02","10.659.034,96","109.706,00","97,16","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VNO","VORNADO REALTY TRUST REIT","Immobilien","Aktien","10.230.870,65","0,02","10.230.870,65","241.579,00","42,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RL","RALPH LAUREN CORP CLASS A","Zyklische Konsumgüter ","Aktien","9.508.329,64","0,02","9.508.329,64","73.748,00","128,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NLSN","NIELSEN HOLDINGS PLC","Industrie","Aktien","9.214.203,45","0,02","9.214.203,45","546.837,00","16,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOX","FOX CORP CLASS B","Kommunikation","Aktien","8.833.787,10","0,02","8.833.787,10","237.085,00","37,26","Vereinigte Staaten","NASDAQ","USD"
"IPGP","IPG PHOTONICS CORP","IT","Aktien","7.334.134,56","0,01","7.334.134,56","54.888,00","133,62","Vereinigte Staaten","NASDAQ","USD"
"DISCA","DISCOVERY INC SERIES A","Kommunikation","Aktien","7.202.812,04","0,01","7.202.812,04","259.748,00","27,73","Vereinigte Staaten","NASDAQ","USD"
"MLIFT","CASH COLLATERAL USD MLIFT","Cash und/oder Derivate","Cash Collateral and Margins","7.142.495,70","0,01","7.142.495,70","7.047.000,00","100,00","Vereinigte Staaten","-","USD"
"UAA","UNDER ARMOUR INC CLASS A","Zyklische Konsumgüter ","Aktien","4.936.667,40","0,01","4.936.667,40","288.694,00","17,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UA","UNDER ARMOUR INC CLASS C","Zyklische Konsumgüter ","Aktien","4.929.894,16","0,01","4.929.894,16","331.756,00","14,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NWS","NEWS CORP CLASS B","Kommunikation","Aktien","4.066.354,44","0,01","4.066.354,44","187.476,00","21,69","Vereinigte Staaten","NASDAQ","USD"
"GBP","GBP CASH","Cash und/oder Derivate","Geldmarkt","101.820,11","0,00","101.820,11","76.692,00","132,77","Vereinigtes Königreich","-","GBP"
"MXN","MXN CASH","Cash und/oder Derivate","Geldmarkt","40.787,18","0,00","40.787,18","843.153,00","4,84","Mexiko","-","MXN"
"EUR","EUR CASH","Cash und/oder Derivate","Geldmarkt","3.750,76","0,00","3.750,76","3.375,00","111,14","Europäische Union","-","EUR"
"ESH2","S&P500 EMINI MAR 22","Cash und/oder Derivate","Futures","0,00","0,00","142.657.200,00","666,00","4.284,00","-","Index And Options Market","USD"
 
