Fondsposition per,"03.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"8355","SHIZUOKA BANK LTD","Financials","Aktien","2.867.393,71","0,01","2.867.393,71","374.800,00","7,65","Japan","Tokyo Stock Exchange","JPY"
"ERIE","ERIE INDEMNITY CLASS A","Financials","Aktien","2.833.867,44","0,01","2.833.867,44","15.489,00","182,96","Vereinigte Staaten","NASDAQ","USD"
"2587","SUNTORY BEVERAGE & FOOD LTD","Nichtzyklische Konsumgüter","Aktien","2.825.436,27","0,01","2.825.436,27","71.900,00","39,30","Japan","Tokyo Stock Exchange","JPY"
"IPN","IPSEN SA","Gesundheitsversorgung","Aktien","2.818.952,91","0,01","2.818.952,91","27.611,00","102,10","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","2.809.371,71","0,01","2.809.371,71","25.608.547,00","10,97","Schweden","-","SEK"
"9008","KEIO CORP","Industrie","Aktien","2.798.266,16","0,01","2.798.266,16","62.187,00","45,00","Japan","Tokyo Stock Exchange","JPY"
"HIK","HIKMA PHARMACEUTICALS PLC","Gesundheitsversorgung","Aktien","2.788.852,41","0,01","2.788.852,41","101.034,00","27,60","Vereinigtes Königreich","London Stock Exchange","GBP"
"SECU B","SECURITAS B","Industrie","Aktien","2.769.439,58","0,01","2.769.439,58","222.321,00","12,46","Schweden","Nasdaq Omx Nordic","SEK"
"1929","CHOW TAI FOOK JEWELLERY GROUP LTD","Zyklische Konsumgüter ","Aktien","2.743.017,28","0,01","2.743.017,28","1.567.200,00","1,75","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADP","AEROPORTS DE PARIS SA","Industrie","Aktien","2.739.570,90","0,01","2.739.570,90","19.708,00","139,01","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"RF","EURAZEO","Financials","Aktien","2.735.638,14","0,01","2.735.638,14","34.010,00","80,44","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AMBU B","AMBU CLASS B","Gesundheitsversorgung","Aktien","2.729.109,11","0,01","2.729.109,11","128.052,00","21,31","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"PAAS","PAN AMERICAN SILVER CORP","Materialien","Aktien","2.715.667,53","0,01","2.715.667,53","128.020,00","21,21","Kanada","Toronto Stock Exchange","CAD"
"868","XINYI GLASS HOLDINGS LTD","Industrie","Aktien","2.694.960,93","0,01","2.694.960,93","1.022.000,00","2,64","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"3092","ZOZO INC","Zyklische Konsumgüter ","Aktien","2.681.255,06","0,01","2.681.255,06","103.100,00","26,01","Japan","Tokyo Stock Exchange","JPY"
"MEL","MERIDIAN ENERGY LTD","Versorger","Aktien","2.681.502,80","0,01","2.681.502,80","862.584,00","3,11","Neuseeland","New Zealand Exchange Ltd","NZD"
"4183","MITSUI CHEMICALS INC","Materialien","Aktien","2.674.676,88","0,01","2.674.676,88","100.100,00","26,72","Japan","Tokyo Stock Exchange","JPY"
"G13","GENTING SINGAPORE LTD","Zyklische Konsumgüter ","Aktien","2.655.366,64","0,01","2.655.366,64","4.758.240,00","0,56","Singapur","Singapore Exchange","SGD"
"INW","INFRASTRUTTURE WIRELESS ITALIANE","Kommunikation","Aktien","2.647.527,36","0,01","2.647.527,36","243.831,00","10,86","Italien","Borsa Italiana","EUR"
"6845","AZBIL CORP","IT","Aktien","2.639.610,08","0,01","2.639.610,08","69.400,00","38,03","Japan","Tokyo Stock Exchange","JPY"
"IGM","IGM FINANCIAL INC","Financials","Aktien","2.641.909,42","0,01","2.641.909,42","74.999,00","35,23","Kanada","Toronto Stock Exchange","CAD"
"BB","BLACKBERRY LTD","IT","Aktien","2.639.801,18","0,01","2.639.801,18","362.287,00","7,29","Kanada","Toronto Stock Exchange","CAD"
"CNP","CNP ASSURANCES SA","Financials","Aktien","2.641.533,38","0,01","2.641.533,38","106.079,00","24,90","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"AZRG","AZRIELI GROUP LTD","Immobilien","Aktien","2.642.505,68","0,01","2.642.505,68","29.784,00","88,72","Israel","Tel Aviv Stock Exchange","ILS"
"AST","AUSNET SERVICES","Versorger","Aktien","2.621.236,28","0,01","2.621.236,28","1.415.568,00","1,85","Australien","Asx - All Markets","AUD"
"JDEP","JDE PEETS NV","Nichtzyklische Konsumgüter","Aktien","2.568.764,97","0,01","2.568.764,97","84.549,00","30,38","Niederlande","Euronext Amsterdam","EUR"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Versorger","Aktien","2.559.197,94","0,01","2.559.197,94","78.789,00","32,48","Kanada","Toronto Stock Exchange","CAD"
"7912","DAI NIPPON PRINTING LTD","Industrie","Aktien","2.530.099,94","0,01","2.530.099,94","106.443,00","23,77","Japan","Tokyo Stock Exchange","JPY"
"DIA","DIASORIN","Gesundheitsversorgung","Aktien","2.511.887,45","0,01","2.511.887,45","16.492,00","152,31","Italien","Borsa Italiana","EUR"
"4613","KANSAI PAINT LTD","Materialien","Aktien","2.497.793,64","0,01","2.497.793,64","123.700,00","20,19","Japan","Tokyo Stock Exchange","JPY"
"ASAN","ASANA INC CLASS A","IT","Aktien","2.490.418,14","0,01","2.490.418,14","54.069,00","46,06","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"9001","TOBU RAILWAY LTD","Industrie","Aktien","2.469.176,20","0,01","2.469.176,20","104.300,00","23,67","Japan","Tokyo Stock Exchange","JPY"
"SK","SEB SA","Zyklische Konsumgüter ","Aktien","2.458.006,67","0,01","2.458.006,67","16.054,00","153,11","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"101","HANG LUNG PROPERTIES LTD","Immobilien","Aktien","2.456.573,45","0,01","2.456.573,45","1.149.119,00","2,14","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CWN","CROWN RESORTS LTD","Zyklische Konsumgüter ","Aktien","2.453.983,84","0,01","2.453.983,84","279.738,00","8,77","Australien","Asx - All Markets","AUD"
"LSXMA","LIBERTY MEDIA LIBERTY SIRIUSXM COR","Kommunikation","Aktien","2.450.118,88","0,01","2.450.118,88","50.864,00","48,17","Vereinigte Staaten","NASDAQ","USD"
"SCHB","SCHIBSTED B","Kommunikation","Aktien","2.429.456,23","0,01","2.429.456,23","87.587,00","27,74","Norwegen","Oslo Bors Asa","NOK"
"3861","OJI HOLDINGS CORP","Materialien","Aktien","2.416.488,10","0,01","2.416.488,10","461.200,00","5,24","Japan","Tokyo Stock Exchange","JPY"
"LHA","DEUTSCHE LUFTHANSA AG","Industrie","Aktien","2.401.101,77","0,01","2.401.101,77","303.551,00","7,91","Deutschland","Xetra","EUR"
"SCHA","SCHIBSTED CLASS A","Kommunikation","Aktien","2.404.245,30","0,01","2.404.245,30","77.802,00","30,90","Norwegen","Oslo Bors Asa","NOK"
"19","SWIRE PACIFIC LTD A","Immobilien","Aktien","2.378.623,01","0,01","2.378.623,01","394.401,00","6,03","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9697","CAPCOM LTD","Kommunikation","Aktien","2.379.033,03","0,01","2.379.033,03","99.000,00","24,03","Japan","Tokyo Stock Exchange","JPY"
"4922","KOSE CORP","Nichtzyklische Konsumgüter","Aktien","2.365.342,27","0,01","2.365.342,27","24.200,00","97,74","Japan","Tokyo Stock Exchange","JPY"
"FPE3","FUCHS PETROLUB PREF","Materialien","Aktien","2.362.951,00","0,01","2.362.951,00","54.121,00","43,66","Deutschland","Xetra","EUR"
"LSPD","LIGHTSPEED COMMERCE INC","IT","Aktien","2.343.652,33","0,01","2.343.652,33","75.971,00","30,85","Kanada","Toronto Stock Exchange","CAD"
"EVR","EVRAZ","Materialien","Aktien","2.333.538,47","0,00","2.333.538,47","343.715,00","6,79","Vereinigtes Königreich","London Stock Exchange","GBP"
"KRNT","KORNIT DIGITAL LTD","Industrie","Aktien","2.302.376,64","0,00","2.302.376,64","23.844,00","96,56","Israel","NASDAQ","USD"
"9602","TOHO (TOKYO) LTD","Kommunikation","Aktien","2.295.413,20","0,00","2.295.413,20","56.900,00","40,34","Japan","Tokyo Stock Exchange","JPY"
"3038","KOBE BUSSAN LTD","Nichtzyklische Konsumgüter","Aktien","2.290.482,61","0,00","2.290.482,61","73.000,00","31,38","Japan","Tokyo Stock Exchange","JPY"
"NVEI","NUVEI SUBORDINATE VOTING CORP","IT","Aktien","2.287.225,35","0,00","2.287.225,35","39.683,00","57,64","Kanada","Toronto Stock Exchange","CAD"
"6923","STANLEY ELECTRIC LTD","Zyklische Konsumgüter ","Aktien","2.282.355,19","0,00","2.282.355,19","96.800,00","23,58","Japan","Tokyo Stock Exchange","JPY"
"1876","BUDWEISER BREWING COMPANY APAC LTD","Nichtzyklische Konsumgüter","Aktien","2.280.960,08","0,00","2.280.960,08","865.000,00","2,64","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"83","SINO LAND LTD","Immobilien","Aktien","2.261.863,22","0,00","2.261.863,22","1.748.703,00","1,29","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"2371","KAKAKU.COM INC","Kommunikation","Aktien","2.252.918,70","0,00","2.252.918,70","105.266,00","21,40","Japan","Tokyo Stock Exchange","JPY"
"6370","KURITA WATER INDUSTRIES LTD","Industrie","Aktien","2.240.437,09","0,00","2.240.437,09","52.214,00","42,91","Japan","Tokyo Stock Exchange","JPY"
"BLDP","BALLARD POWER SYSTEMS INC","Industrie","Aktien","2.237.887,37","0,00","2.237.887,37","235.899,00","9,49","Kanada","Toronto Stock Exchange","CAD"
"ZG","ZILLOW GROUP INC CLASS A","Immobilien","Aktien","2.232.798,65","0,00","2.232.798,65","47.945,00","46,57","Vereinigte Staaten","NASDAQ","USD"
"2638","HK ELECTRIC INVESTMENTS UNITS LTD","Versorger","Aktien","2.233.473,20","0,00","2.233.473,20","2.243.000,00","1,00","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"INMD","INMODE LTD","Gesundheitsversorgung","Aktien","2.235.869,40","0,00","2.235.869,40","47.724,00","46,85","Israel","NASDAQ","USD"
"RUN","SUNRUN INC","Industrie","Aktien","2.220.295,68","0,00","2.220.295,68","96.367,00","23,04","Vereinigte Staaten","NASDAQ","USD"
"5947","RINNAI CORP","Zyklische Konsumgüter ","Aktien","2.198.705,51","0,00","2.198.705,51","25.543,00","86,08","Japan","Tokyo Stock Exchange","JPY"
"FVRR","FIVERR INTERNATIONAL LTD","Zyklische Konsumgüter ","Aktien","2.190.426,06","0,00","2.190.426,06","27.822,00","78,73","Israel","New York Stock Exchange Inc.","USD"
"S68","SINGAPORE EXCHANGE LTD","Financials","Aktien","2.184.245,63","0,00","2.184.245,63","311.626,00","7,01","Singapur","Singapore Exchange","SGD"
"RBI","RAIFFEISEN BANK INTERNATIONAL AG","Financials","Aktien","2.161.485,17","0,00","2.161.485,17","71.439,00","30,26","Österreich","Wiener Boerse Ag","EUR"
"7747","ASAHI INTECC LTD","Gesundheitsversorgung","Aktien","2.137.758,82","0,00","2.137.758,82","125.700,00","17,01","Japan","Tokyo Stock Exchange","JPY"
"FUTU","FUTU HOLDINGS ADR LTD","Financials","Aktien","2.137.286,35","0,00","2.137.286,35","51.563,00","41,45","Hongkong","NASDAQ","USD"
"QAN","QANTAS AIRWAYS LTD","Industrie","Aktien","2.117.877,12","0,00","2.117.877,12","598.439,00","3,54","Australien","Asx - All Markets","AUD"
"PKI","PARKLAND CORP","Energie","Aktien","2.114.549,37","0,00","2.114.549,37","77.611,00","27,25","Kanada","Toronto Stock Exchange","CAD"
"2412","BENEFIT ONE INC","Industrie","Aktien","2.092.179,82","0,00","2.092.179,82","78.300,00","26,72","Japan","Tokyo Stock Exchange","JPY"
"4385","MERCARI INC","Zyklische Konsumgüter ","Aktien","2.053.152,88","0,00","2.053.152,88","56.300,00","36,47","Japan","Tokyo Stock Exchange","JPY"
"MCY","MERCURY NZ LTD","Versorger","Aktien","2.039.932,43","0,00","2.039.932,43","518.290,00","3,94","Neuseeland","New Zealand Exchange Ltd","NZD"
"HOOD","ROBINHOOD MARKETS INC CLASS A","Financials","Aktien","2.042.085,55","0,00","2.042.085,55","144.317,00","14,15","Vereinigte Staaten","NASDAQ","USD"
"COLR","ETABLISSEMENTEN FRANZ COLRUYT NV","Nichtzyklische Konsumgüter","Aktien","2.003.524,12","0,00","2.003.524,12","49.361,00","40,59","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"UHRN","THE SWATCH GROUP AG","Zyklische Konsumgüter ","Aktien","2.003.223,05","0,00","2.003.223,05","35.741,00","56,05","Schweiz","SIX Swiss Exchange","CHF"
"U14","UOL GROUP LTD","Immobilien","Aktien","1.981.453,43","0,00","1.981.453,43","363.298,00","5,45","Singapur","Singapore Exchange","SGD"
"3291","IIDA GROUP HOLDINGS LTD","Zyklische Konsumgüter ","Aktien","1.982.692,02","0,00","1.982.692,02","93.900,00","21,11","Japan","Tokyo Stock Exchange","JPY"
"N2IU","MAPLETREE COMMERCIAL UNITS TRUST","Immobilien","Aktien","1.971.367,98","0,00","1.971.367,98","1.471.900,00","1,34","Singapur","Singapore Exchange","SGD"
"REI.UN","RIOCAN REAL ESTATE INVESTMENT TRUS","Immobilien","Aktien","1.968.185,59","0,00","1.968.185,59","110.485,00","17,81","Kanada","Toronto Stock Exchange","CAD"
"UPST","UPSTART HOLDINGS INC","Financials","Aktien","1.968.295,07","0,00","1.968.295,07","20.099,00","97,93","Vereinigte Staaten","NASDAQ","USD"
"5486","HITACHI METALS LTD","Materialien","Aktien","1.945.454,55","0,00","1.945.454,55","107.000,00","18,18","Japan","Tokyo Stock Exchange","JPY"
"9147","NIPPON EXPRESS HOLDINGS INC","Industrie","Aktien","1.936.280,69","0,00","1.936.280,69","32.861,00","58,92","Japan","Tokyo Stock Exchange","JPY"
"9719","SCSK CORP","IT","Aktien","1.933.024,07","0,00","1.933.024,07","114.600,00","16,87","Japan","Tokyo Stock Exchange","JPY"
"MLCO","MELCO RESORTS ENTERTAINMENT ADR LT","Zyklische Konsumgüter ","Aktien","1.914.911,20","0,00","1.914.911,20","190.160,00","10,07","Hongkong","NASDAQ","USD"
"3769","GMO PAYMENT GATEWAY INC","IT","Aktien","1.893.137,21","0,00","1.893.137,21","21.600,00","87,65","Japan","Tokyo Stock Exchange","JPY"
"9684","SQUARE ENIX HLDG LTD","Kommunikation","Aktien","1.888.472,08","0,00","1.888.472,08","38.200,00","49,44","Japan","Tokyo Stock Exchange","JPY"
"ORP","ORPEA SA","Gesundheitsversorgung","Aktien","1.817.241,84","0,00","1.817.241,84","41.341,00","43,96","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"3391","TSURUHA HOLDINGS INC","Nichtzyklische Konsumgüter","Aktien","1.807.650,46","0,00","1.807.650,46","23.000,00","78,59","Japan","Tokyo Stock Exchange","JPY"
"1972","SWIRE PROPERTIES LTD","Immobilien","Aktien","1.802.494,51","0,00","1.802.494,51","678.600,00","2,66","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"8593","MITSUBISHI HC CAPITAL INC","Financials","Aktien","1.794.016,28","0,00","1.794.016,28","340.700,00","5,27","Japan","Tokyo Stock Exchange","JPY"
"3635","KOEI TECMO HOLDINGS LTD","Kommunikation","Aktien","1.783.193,35","0,00","1.783.193,35","51.220,00","34,81","Japan","Tokyo Stock Exchange","JPY"
"C09","CITY DEVELOPMENTS LTD","Immobilien","Aktien","1.783.935,74","0,00","1.783.935,74","337.204,00","5,29","Singapur","Singapore Exchange","SGD"
"CAR.UN","CANADIAN APARTMENT PROPERTIES REAL","Immobilien","Aktien","1.777.104,27","0,00","1.777.104,27","40.163,00","44,25","Kanada","Toronto Stock Exchange","CAD"
"2331","SOHGO SECURITY SERVICES LTD","Industrie","Aktien","1.775.944,30","0,00","1.775.944,30","49.526,00","35,86","Japan","Tokyo Stock Exchange","JPY"
"2593","ITO EN LTD","Nichtzyklische Konsumgüter","Aktien","1.742.460,51","0,00","1.742.460,51","32.500,00","53,61","Japan","Tokyo Stock Exchange","JPY"
"1038","CHEUNG KONG INFRASTRUCTURE HOLDING","Versorger","Aktien","1.712.283,94","0,00","1.712.283,94","278.000,00","6,16","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ADE","ADEVINTA","Kommunikation","Aktien","1.701.627,82","0,00","1.701.627,82","157.687,00","10,79","Norwegen","Oslo Bors Asa","NOK"
"4516","NIPPON SHINYAKU LTD","Gesundheitsversorgung","Aktien","1.695.513,29","0,00","1.695.513,29","25.700,00","65,97","Japan","Tokyo Stock Exchange","JPY"
"RYM","RYMAN HEALTHCARE LTD","Gesundheitsversorgung","Aktien","1.689.854,69","0,00","1.689.854,69","256.650,00","6,58","Neuseeland","New Zealand Exchange Ltd","NZD"
"SOL","WASHINGTON H SOUL PATTINSON & COMP","Energie","Aktien","1.657.496,30","0,00","1.657.496,30","85.516,00","19,38","Australien","Asx - All Markets","AUD"
"UN01","UNIPER","Versorger","Aktien","1.636.159,38","0,00","1.636.159,38","35.559,00","46,01","Deutschland","Xetra","EUR"
"6465","HOSHIZAKI CORP","Industrie","Aktien","1.635.232,17","0,00","1.635.232,17","22.000,00","74,33","Japan","Tokyo Stock Exchange","JPY"
"4739","ITOCHU TECHNO-SOLUTIONS CORP","IT","Aktien","1.590.208,45","0,00","1.590.208,45","60.700,00","26,20","Japan","Tokyo Stock Exchange","JPY"
"CAD","CAD CASH","Cash und/oder Derivate","Geldmarkt","1.576.436,87","0,00","1.576.436,87","1.999.080,00","78,86","Kanada","-","CAD"
"4091","NIPPON SANSO HOLDINGS CORP","Materialien","Aktien","1.573.666,39","0,00","1.573.666,39","77.400,00","20,33","Japan","Tokyo Stock Exchange","JPY"
"AC","AIR CANADA VOTING AND VARIABLE VOT","Industrie","Aktien","1.546.916,66","0,00","1.546.916,66","85.067,00","18,18","Kanada","Toronto Stock Exchange","CAD"
"2181","PERSOL HOLDINGS LTD","Industrie","Aktien","1.543.052,35","0,00","1.543.052,35","58.900,00","26,20","Japan","Tokyo Stock Exchange","JPY"
"9009","KEISEI ELECTRIC RAILWAY LTD","Industrie","Aktien","1.513.652,03","0,00","1.513.652,03","56.010,00","27,02","Japan","Tokyo Stock Exchange","JPY"
"2875","TOYO SUISAN LTD","Nichtzyklische Konsumgüter","Aktien","1.508.786,28","0,00","1.508.786,28","37.200,00","40,56","Japan","Tokyo Stock Exchange","JPY"
"ENG","ENAGAS SA","Versorger","Aktien","1.472.629,56","0,00","1.472.629,56","66.536,00","22,13","Spanien","Bolsa De Madrid","EUR"
"6005","MIURA LTD","Industrie","Aktien","1.423.038,43","0,00","1.423.038,43","50.000,00","28,46","Japan","Tokyo Stock Exchange","JPY"
"4506","DAINIPPON SUMITOMO PHARMA LTD","Gesundheitsversorgung","Aktien","1.413.941,95","0,00","1.413.941,95","129.860,00","10,89","Japan","Tokyo Stock Exchange","JPY"
"3349","COSMOS PHARMACEUTICAL CORP","Nichtzyklische Konsumgüter","Aktien","1.396.039,86","0,00","1.396.039,86","11.400,00","122,46","Japan","Tokyo Stock Exchange","JPY"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Nichtzyklische Konsumgüter","Aktien","1.369.528,70","0,00","1.369.528,70","17.800,00","76,94","Japan","Tokyo Stock Exchange","JPY"
"7459","MEDIPAL HOLDINGS CORP","Gesundheitsversorgung","Aktien","1.341.819,96","0,00","1.341.819,96","71.773,00","18,70","Japan","Tokyo Stock Exchange","JPY"
"OSH","OAK STREET HEALTH INC","Gesundheitsversorgung","Aktien","1.332.982,98","0,00","1.332.982,98","77.409,00","17,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"O2D","TELEFONICA DEUTSCHLAND HOLDING AG","Kommunikation","Aktien","1.295.010,13","0,00","1.295.010,13","437.421,00","2,96","Deutschland","Xetra","EUR"
"9202","ANA HOLDINGS INC","Industrie","Aktien","1.278.141,59","0,00","1.278.141,59","57.987,00","22,04","Japan","Tokyo Stock Exchange","JPY"
"8439","TOKYO CENTURY CORP","Financials","Aktien","1.183.289,09","0,00","1.183.289,09","23.400,00","50,57","Japan","Tokyo Stock Exchange","JPY"
"MFG","MAGELLAN FINANCIAL GROUP LTD","Financials","Aktien","1.182.129,60","0,00","1.182.129,60","89.569,00","13,20","Australien","Asx - All Markets","AUD"
"4182","MITSUBISHI GAS CHEMICAL INC","Materialien","Aktien","1.160.468,25","0,00","1.160.468,25","61.500,00","18,87","Japan","Tokyo Stock Exchange","JPY"
"3231","NOMURA REAL ESTATE HOLDINGS INC","Immobilien","Aktien","1.148.664,43","0,00","1.148.664,43","47.800,00","24,03","Japan","Tokyo Stock Exchange","JPY"
"WEED","CANOPY GROWTH CORP","Gesundheitsversorgung","Aktien","1.128.872,49","0,00","1.128.872,49","149.117,00","7,57","Kanada","Toronto Stock Exchange","CAD"
"4716","ORACLE JAPAN CORP","IT","Aktien","1.091.215,89","0,00","1.091.215,89","15.015,00","72,68","Japan","Tokyo Stock Exchange","JPY"
"6753","SHARP CORP","Zyklische Konsumgüter ","Aktien","1.072.021,41","0,00","1.072.021,41","98.300,00","10,91","Japan","Tokyo Stock Exchange","JPY"
"9435","HIKARI TSUSHIN INC","Zyklische Konsumgüter ","Aktien","1.068.201,40","0,00","1.068.201,40","8.900,00","120,02","Japan","Tokyo Stock Exchange","JPY"
"ILS","ILS CASH","Cash und/oder Derivate","Geldmarkt","1.058.020,00","0,00","1.058.020,00","3.373.603,00","31,36","Israel","-","ILS"
"3141","WELCIA HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","1.059.837,24","0,00","1.059.837,24","39.600,00","26,76","Japan","Tokyo Stock Exchange","JPY"
"4927","POLA ORBIS HOLDINGS INC","Nichtzyklische Konsumgüter","Aktien","1.001.305,54","0,00","1.001.305,54","66.500,00","15,06","Japan","Tokyo Stock Exchange","JPY"
"4581","TAISHO PHARMACEUTICAL HOLDINGS LTD","Gesundheitsversorgung","Aktien","936.477,65","0,00","936.477,65","19.010,00","49,26","Japan","Tokyo Stock Exchange","JPY"
"9201","JAPAN AIRLINES LTD","Industrie","Aktien","927.001,92","0,00","927.001,92","48.281,00","19,20","Japan","Tokyo Stock Exchange","JPY"
"6305","HITACHI CONSTRUCTION MACHINERY LTD","Industrie","Aktien","914.713,43","0,00","914.713,43","34.800,00","26,28","Japan","Tokyo Stock Exchange","JPY"
"2651","LAWSON INC","Nichtzyklische Konsumgüter","Aktien","894.068,50","0,00","894.068,50","21.050,00","42,47","Japan","Tokyo Stock Exchange","JPY"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","718.302,69","0,00","718.302,69","4.681.394,00","15,34","Dänemark","-","DKK"
