Fondsposition per,"03.Feb.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"EDP","EDP ENERGIAS DE PORTUGAL SA","Versorger","Aktien","12.940.671,86","0,03","12.940.671,86","2.549.273,00","5,08","Portugal","Nyse Euronext - Euronext Lisbon","EUR"
"3","HONG KONG AND CHINA GAS LTD","Versorger","Aktien","12.911.136,77","0,03","12.911.136,77","8.384.815,00","1,54","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"ENPH","ENPHASE ENERGY INC","IT","Aktien","12.880.175,19","0,03","12.880.175,19","96.909,00","132,91","Vereinigte Staaten","NASDAQ","USD"
"8630","SOMPO HOLDINGS INC","Financials","Aktien","12.872.377,21","0,03","12.872.377,21","272.170,00","47,30","Japan","Tokyo Stock Exchange","JPY"
"ACA","CREDIT AGRICOLE SA","Financials","Aktien","12.840.386,45","0,03","12.840.386,45","818.384,00","15,69","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CCL","CARNIVAL CORP","Zyklische Konsumgüter ","Aktien","12.816.884,88","0,03","12.816.884,88","630.132,00","20,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MOS","MOSAIC","Materialien","Aktien","12.768.853,10","0,03","12.768.853,10","297.365,00","42,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FER","FERROVIAL SA","Industrie","Aktien","12.765.733,71","0,03","12.765.733,71","451.569,00","28,27","Spanien","Bolsa De Madrid","EUR"
"PAYC","PAYCOM SOFTWARE INC","IT","Aktien","12.755.239,12","0,03","12.755.239,12","40.534,00","314,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CE","CELANESE CORP","Materialien","Aktien","12.745.635,75","0,03","12.745.635,75","79.725,00","159,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"K","KELLOGG","Nichtzyklische Konsumgüter","Aktien","12.721.609,45","0,03","12.721.609,45","200.435,00","63,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"XYL","XYLEM INC","Industrie","Aktien","12.720.195,15","0,03","12.720.195,15","138.791,00","91,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2413","M3 INC","Gesundheitsversorgung","Aktien","12.718.161,80","0,03","12.718.161,80","357.100,00","35,62","Japan","Tokyo Stock Exchange","JPY"
"GNRC","GENERAC HOLDINGS INC","Industrie","Aktien","12.644.348,64","0,03","12.644.348,64","45.906,00","275,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ETSY","ETSY INC","Zyklische Konsumgüter ","Aktien","12.607.254,96","0,03","12.607.254,96","99.301,00","126,96","Vereinigte Staaten","NASDAQ","USD"
"TECH","BIO TECHNE CORP","Gesundheitsversorgung","Aktien","12.584.140,80","0,03","12.584.140,80","30.723,00","409,60","Vereinigte Staaten","NASDAQ","USD"
"CHKP","CHECK POINT SOFTWARE TECHNOLOGIES","IT","Aktien","12.586.798,12","0,03","12.586.798,12","99.359,00","126,68","Israel","NASDAQ","USD"
"Z74","SINGAPORE TELECOMMUNICATIONS LTD","Kommunikation","Aktien","12.577.246,18","0,03","12.577.246,18","6.761.276,00","1,86","Singapur","Singapore Exchange","SGD"
"ASM","ASM INTERNATIONAL NV","IT","Aktien","12.488.096,83","0,03","12.488.096,83","37.381,00","334,08","Niederlande","Euronext Amsterdam","EUR"
"IRM","IRON MOUNTAIN INC","Immobilien","Aktien","12.443.394,73","0,03","12.443.394,73","271.157,00","45,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HEN3","HENKEL & KGAA PREF AG","Nichtzyklische Konsumgüter","Aktien","12.437.038,34","0,03","12.437.038,34","154.073,00","80,72","Deutschland","Xetra","EUR"
"6869","SYSMEX CORP","Gesundheitsversorgung","Aktien","12.433.317,68","0,03","12.433.317,68","129.807,00","95,78","Japan","Tokyo Stock Exchange","JPY"
"PUB","PUBLICIS GROUPE SA","Kommunikation","Aktien","12.415.271,37","0,03","12.415.271,37","176.467,00","70,35","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LOGN","LOGITECH INTERNATIONAL SA","IT","Aktien","12.345.779,18","0,03","12.345.779,18","153.795,00","80,27","Schweiz","SIX Swiss Exchange","CHF"
"FME","FRESENIUS MEDICAL CARE AG","Gesundheitsversorgung","Aktien","12.341.962,53","0,03","12.341.962,53","177.499,00","69,53","Deutschland","Xetra","EUR"
"FM","FIRST QUANTUM MINERALS LTD","Materialien","Aktien","12.340.621,81","0,03","12.340.621,81","484.044,00","25,49","Kanada","Toronto Stock Exchange","CAD"
"1925","DAIWA HOUSE INDUSTRY LTD","Immobilien","Aktien","12.330.858,05","0,03","12.330.858,05","417.552,00","29,53","Japan","Tokyo Stock Exchange","JPY"
"LYV","LIVE NATION ENTERTAINMENT INC","Kommunikation","Aktien","12.325.914,72","0,03","12.325.914,72","116.458,00","105,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BURL","BURLINGTON STORES INC","Zyklische Konsumgüter ","Aktien","12.317.738,95","0,03","12.317.738,95","53.801,00","228,95","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"1113","CK ASSET HOLDINGS LTD","Immobilien","Aktien","12.305.584,30","0,03","12.305.584,30","1.849.540,00","6,65","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"CABK","CAIXABANK SA","Financials","Aktien","12.287.715,30","0,03","12.287.715,30","3.514.754,00","3,50","Spanien","Bolsa De Madrid","EUR"
"BNR","BRENNTAG","Industrie","Aktien","12.267.769,90","0,03","12.267.769,90","142.692,00","85,97","Deutschland","Xetra","EUR"
"FOXA","FOX CORP CLASS A","Kommunikation","Aktien","12.261.083,80","0,03","12.261.083,80","299.782,00","40,90","Vereinigte Staaten","NASDAQ","USD"
"DTG","DAIMLER TRUCK HOLDING E AG","Industrie","Aktien","12.257.048,85","0,03","12.257.048,85","338.067,00","36,26","Deutschland","Xetra","EUR"
"NLOK","NORTONLIFELOCK INC","IT","Aktien","12.253.768,56","0,03","12.253.768,56","482.812,00","25,38","Vereinigte Staaten","NASDAQ","USD"
"LUMI","BANK LEUMI LE ISRAEL","Financials","Aktien","12.235.255,99","0,03","12.235.255,99","1.186.898,00","10,31","Israel","Tel Aviv Stock Exchange","ILS"
"2388","BOC HONG KONG HOLDINGS LTD","Financials","Aktien","12.206.863,76","0,03","12.206.863,76","3.170.977,00","3,85","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"QSR","RESTAURANTS BRANDS INTERNATIONAL I","Zyklische Konsumgüter ","Aktien","12.188.442,99","0,03","12.188.442,99","219.081,00","55,63","Kanada","Toronto Stock Exchange","CAD"
"SJR.B","SHAW COMMUNICATIONS INC CLASS B","Kommunikation","Aktien","12.174.356,75","0,03","12.174.356,75","409.070,00","29,76","Kanada","Toronto Stock Exchange","CAD"
"8604","NOMURA HOLDINGS INC","Financials","Aktien","12.166.286,47","0,03","12.166.286,47","2.611.331,00","4,66","Japan","Tokyo Stock Exchange","JPY"
"ALNY","ALNYLAM PHARMACEUTICALS INC","Gesundheitsversorgung","Aktien","12.162.658,46","0,03","12.162.658,46","85.346,00","142,51","Vereinigte Staaten","NASDAQ","USD"
"STMN","STRAUMANN HOLDING AG","Gesundheitsversorgung","Aktien","12.095.814,88","0,03","12.095.814,88","7.553,00","1.601,46","Schweiz","SIX Swiss Exchange","CHF"
"8802","MITSUBISHI ESTATE CO LTD","Immobilien","Aktien","12.087.120,19","0,03","12.087.120,19","839.631,00","14,40","Japan","Tokyo Stock Exchange","JPY"
"8002","MARUBENI CORP","Industrie","Aktien","12.023.974,72","0,03","12.023.974,72","1.134.232,00","10,60","Japan","Tokyo Stock Exchange","JPY"
"IEX","IDEX CORP","Industrie","Aktien","11.991.456,84","0,03","11.991.456,84","59.182,00","202,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EVRG","EVERGY INC","Versorger","Aktien","11.971.843,80","0,03","11.971.843,80","181.860,00","65,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BMRN","BIOMARIN PHARMACEUTICAL INC","Gesundheitsversorgung","Aktien","11.970.072,60","0,03","11.970.072,60","136.380,00","87,77","Vereinigte Staaten","NASDAQ","USD"
"MOH","MOLINA HEALTHCARE INC","Gesundheitsversorgung","Aktien","11.971.362,25","0,03","11.971.362,25","40.225,00","297,61","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CARL B","CARLSBERG AS CL B","Nichtzyklische Konsumgüter","Aktien","11.938.282,65","0,03","11.938.282,65","73.091,00","163,33","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CNHI","CNH INDUSTRIAL NV","Industrie","Aktien","11.937.162,89","0,03","11.937.162,89","783.157,00","15,24","Italien","Borsa Italiana","EUR"
"NICE","NICE LTD","IT","Aktien","11.919.049,11","0,03","11.919.049,11","46.632,00","255,60","Israel","Tel Aviv Stock Exchange","ILS"
"FMC","FMC CORP","Materialien","Aktien","11.907.113,40","0,03","11.907.113,40","107.562,00","110,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JPY","JPY CASH","Cash und/oder Derivate","Geldmarkt","11.907.135,64","0,03","11.907.135,64","1.368.070.349,00","0,87","Japan","-","JPY"
"CCK","CROWN HOLDINGS INC","Materialien","Aktien","11.815.981,40","0,03","11.815.981,40","105.218,00","112,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ATO","ATMOS ENERGY CORP","Versorger","Aktien","11.813.925,64","0,03","11.813.925,64","110.638,00","106,78","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DOL","DOLLARAMA INC","Zyklische Konsumgüter ","Aktien","11.809.292,05","0,03","11.809.292,05","225.975,00","52,26","Kanada","Toronto Stock Exchange","CAD"
"7309","SHIMANO INC","Zyklische Konsumgüter ","Aktien","11.752.431,79","0,03","11.752.431,79","51.795,00","226,90","Japan","Tokyo Stock Exchange","JPY"
"SJM","JM SMUCKER","Nichtzyklische Konsumgüter","Aktien","11.747.700,30","0,03","11.747.700,30","83.685,00","140,38","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EMA","EMERA INC","Versorger","Aktien","11.713.807,51","0,03","11.713.807,51","246.995,00","47,43","Kanada","Toronto Stock Exchange","CAD"
"6701","NEC CORP","IT","Aktien","11.649.593,11","0,02","11.649.593,11","257.400,00","45,26","Japan","Tokyo Stock Exchange","JPY"
"WDC","WESTERN DIGITAL CORP","IT","Aktien","11.634.211,26","0,02","11.634.211,26","222.494,00","52,29","Vereinigte Staaten","NASDAQ","USD"
"BIO","BIO RAD LABORATORIES INC CLASS A","Gesundheitsversorgung","Aktien","11.583.448,40","0,02","11.583.448,40","18.596,00","622,90","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Aktien","11.572.016,00","0,02","11.572.016,00","27.605,00","419,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SWMA","SWEDISH MATCH","Nichtzyklische Konsumgüter","Aktien","11.564.004,02","0,02","11.564.004,02","1.457.557,00","7,93","Schweden","Nasdaq Omx Nordic","SEK"
"4578","OTSUKA HOLDINGS LTD","Gesundheitsversorgung","Aktien","11.564.467,04","0,02","11.564.467,04","328.886,00","35,16","Japan","Tokyo Stock Exchange","JPY"
"CCEP","COCA COLA EUROPACIFIC PARTNERS PLC","Nichtzyklische Konsumgüter","Aktien","11.566.066,65","0,02","11.566.066,65","199.587,00","57,95","Niederlande","NASDAQ","USD"
"DELL","DELL TECHNOLOGIES INC CLASS C","IT","Aktien","11.550.216,00","0,02","11.550.216,00","195.105,00","59,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"QRVO","QORVO INC","IT","Aktien","11.526.489,84","0,02","11.526.489,84","89.547,00","128,72","Vereinigte Staaten","NASDAQ","USD"
"6723","RENESAS ELECTRONICS CORP","IT","Aktien","11.506.018,54","0,02","11.506.018,54","1.024.000,00","11,24","Japan","Tokyo Stock Exchange","JPY"
"STLD","STEEL DYNAMICS INC","Materialien","Aktien","11.487.126,49","0,02","11.487.126,49","195.127,00","58,87","Vereinigte Staaten","NASDAQ","USD"
"8309","SUMITOMO MITSUI TRUST HOLDINGS INC","Financials","Aktien","11.486.010,82","0,02","11.486.010,82","323.373,00","35,52","Japan","Tokyo Stock Exchange","JPY"
"4689","Z HOLDINGS CORP","Kommunikation","Aktien","11.456.143,09","0,02","11.456.143,09","2.221.900,00","5,16","Japan","Tokyo Stock Exchange","JPY"
"NZYM B","NOVOZYMES B","Materialien","Aktien","11.451.542,57","0,02","11.451.542,57","176.772,00","64,78","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"EQH","EQUITABLE HOLDINGS INC","Financials","Aktien","11.428.478,00","0,02","11.428.478,00","342.170,00","33,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FICO","FAIR ISAAC CORP","IT","Aktien","11.378.174,72","0,02","11.378.174,72","22.976,00","495,22","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KRX","KINGSPAN GROUP PLC","Industrie","Aktien","11.359.329,76","0,02","11.359.329,76","118.554,00","95,82","Irland","Irish Stock Exchange - All Market","EUR"
"AES","AES CORP","Versorger","Aktien","11.309.085,44","0,02","11.309.085,44","519.719,00","21,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MRU","METRO INC","Nichtzyklische Konsumgüter","Aktien","11.274.629,48","0,02","11.274.629,48","208.812,00","53,99","Kanada","Toronto Stock Exchange","CAD"
"2503","KIRIN HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","11.267.525,83","0,02","11.267.525,83","693.960,00","16,24","Japan","Tokyo Stock Exchange","JPY"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Kommunikation","Aktien","11.258.898,55","0,02","11.258.898,55","308.041,00","36,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"L","LOBLAW COMPANIES LTD","Nichtzyklische Konsumgüter","Aktien","11.259.501,42","0,02","11.259.501,42","141.019,00","79,84","Kanada","Toronto Stock Exchange","CAD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Aktien","11.234.423,25","0,02","11.234.423,25","221.805,00","50,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SCMN","SWISSCOM AG","Kommunikation","Aktien","11.227.608,42","0,02","11.227.608,42","19.240,00","583,56","Schweiz","SIX Swiss Exchange","CHF"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrie","Aktien","11.213.868,64","0,02","11.213.868,64","39.814,00","281,66","Schweiz","SIX Swiss Exchange","CHF"
"5401","NIPPON STEEL CORP","Materialien","Aktien","11.209.748,03","0,02","11.209.748,03","675.200,00","16,60","Japan","Tokyo Stock Exchange","JPY"
"CNP","CENTERPOINT ENERGY INC","Versorger","Aktien","11.198.576,70","0,02","11.198.576,70","397.818,00","28,15","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SN.","SMITH AND NEPHEW PLC","Gesundheitsversorgung","Aktien","11.187.423,90","0,02","11.187.423,90","657.289,00","17,02","Vereinigtes Königreich","London Stock Exchange","GBP"
"FORTUM","FORTUM","Versorger","Aktien","11.147.070,85","0,02","11.147.070,85","394.152,00","28,28","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"QBE","QBE INSURANCE GROUP LTD","Financials","Aktien","11.136.679,67","0,02","11.136.679,67","1.294.835,00","8,60","Australien","Asx - All Markets","AUD"
"CTXS","CITRIX SYSTEMS INC","IT","Aktien","11.137.888,00","0,02","11.137.888,00","108.928,00","102,25","Vereinigte Staaten","NASDAQ","USD"
"HWM","HOWMET AEROSPACE INC","Industrie","Aktien","11.086.100,52","0,02","11.086.100,52","340.901,00","32,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","IT","Aktien","11.084.359,88","0,02","11.084.359,88","28.193,00","393,16","Vereinigte Staaten","NASDAQ","USD"
"STO","SANTOS LTD","Energie","Aktien","11.074.543,90","0,02","11.074.543,90","2.098.910,00","5,28","Australien","Asx - All Markets","AUD"
"BNZL","BUNZL","Industrie","Aktien","11.070.253,36","0,02","11.070.253,36","298.142,00","37,13","Vereinigtes Königreich","London Stock Exchange","GBP"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Industrie","Aktien","11.063.292,12","0,02","11.063.292,12","121.588,00","90,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ERF","EUROFINS SCIENTIFIC","Gesundheitsversorgung","Aktien","11.059.104,00","0,02","11.059.104,00","107.827,00","102,56","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"PODD","INSULET CORP","Gesundheitsversorgung","Aktien","11.038.420,12","0,02","11.038.420,12","45.602,00","242,06","Vereinigte Staaten","NASDAQ","USD"
"PKG","PACKAGING CORP OF AMERICA","Materialien","Aktien","11.034.371,88","0,02","11.034.371,88","74.466,00","148,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"S32","SOUTH32 LTD","Materialien","Aktien","11.021.459,10","0,02","11.021.459,10","3.873.293,00","2,85","Australien","Asx - All Markets","AUD"
"IMO","IMPERIAL OIL LTD","Energie","Aktien","11.012.647,31","0,02","11.012.647,31","255.491,00","43,10","Kanada","Toronto Stock Exchange","CAD"
"WHR","WHIRLPOOL CORP","Zyklische Konsumgüter ","Aktien","11.006.838,60","0,02","11.006.838,60","53.530,00","205,62","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BAER","JULIUS BAER GRUPPE AG","Financials","Aktien","10.954.923,81","0,02","10.954.923,81","179.813,00","60,92","Schweiz","SIX Swiss Exchange","CHF"
"FFH","FAIRFAX FINANCIAL HOLDINGS SUB VOT","Financials","Aktien","10.908.565,40","0,02","10.908.565,40","22.021,00","495,37","Kanada","Toronto Stock Exchange","CAD"
"CZR","CAESARS ENTERTAINMENT INC","Zyklische Konsumgüter ","Aktien","10.896.190,20","0,02","10.896.190,20","142.695,00","76,36","Vereinigte Staaten","NASDAQ","USD"
"MAERSK A","A P MOLLER MAERSK","Industrie","Aktien","10.887.183,34","0,02","10.887.183,34","3.237,00","3.363,36","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"5713","SUMITOMO METAL MINING LTD","Materialien","Aktien","10.822.102,55","0,02","10.822.102,55","234.782,00","46,09","Japan","Tokyo Stock Exchange","JPY"
"EBS","ERSTE GROUP BANK AG","Financials","Aktien","10.821.903,63","0,02","10.821.903,63","219.457,00","49,31","Österreich","Wiener Boerse Ag","EUR"
"PHM","PULTEGROUP INC","Zyklische Konsumgüter ","Aktien","10.814.234,40","0,02","10.814.234,40","204.660,00","52,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RPRX","ROYALTY PHARMA PLC CLASS A","Gesundheitsversorgung","Aktien","10.817.306,90","0,02","10.817.306,90","270.230,00","40,03","Vereinigte Staaten","NASDAQ","USD"
"QIA","QIAGEN NV","Gesundheitsversorgung","Aktien","10.806.053,20","0,02","10.806.053,20","221.391,00","48,81","Deutschland","Xetra","EUR"
"WSP","WSP GLOBAL INC","Industrie","Aktien","10.754.170,49","0,02","10.754.170,49","80.008,00","134,41","Kanada","Toronto Stock Exchange","CAD"
"6762","TDK CORP","IT","Aktien","10.735.628,18","0,02","10.735.628,18","263.000,00","40,82","Japan","Tokyo Stock Exchange","JPY"
"ELS","EQUITY LIFESTYLE PROPERTIES REIT I","Immobilien","Aktien","10.730.636,00","0,02","10.730.636,00","136.696,00","78,50","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CPT","CAMDEN PROPERTY TRUST REIT","Immobilien","Aktien","10.726.589,67","0,02","10.726.589,67","64.927,00","165,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WPC","W. P. CAREY REIT INC","Immobilien","Aktien","10.709.845,28","0,02","10.709.845,28","139.306,00","76,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"3407","ASAHI KASEI CORP","Materialien","Aktien","10.694.273,14","0,02","10.694.273,14","1.090.256,00","9,81","Japan","Tokyo Stock Exchange","JPY"
"8267","AEON LTD","Nichtzyklische Konsumgüter","Aktien","10.686.151,70","0,02","10.686.151,70","461.400,00","23,16","Japan","Tokyo Stock Exchange","JPY"
"EPI A","EPIROC CLASS A","Industrie","Aktien","10.639.026,18","0,02","10.639.026,18","477.024,00","22,30","Schweden","Nasdaq Omx Nordic","SEK"
"AGN","AEGON NV","Financials","Aktien","10.638.255,30","0,02","10.638.255,30","1.784.278,00","5,96","Niederlande","Euronext Amsterdam","EUR"
"BBWI","BATH AND BODY WORKS INC","Zyklische Konsumgüter ","Aktien","10.600.168,70","0,02","10.600.168,70","190.445,00","55,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NXT","NEXT PLC","Zyklische Konsumgüter ","Aktien","10.586.974,25","0,02","10.586.974,25","106.639,00","99,28","Vereinigtes Königreich","London Stock Exchange","GBP"
"6506","YASKAWA ELECTRIC CORP","Industrie","Aktien","10.571.173,68","0,02","10.571.173,68","255.700,00","41,34","Japan","Tokyo Stock Exchange","JPY"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materialien","Aktien","10.563.196,07","0,02","10.563.196,07","318.627,00","33,15","Australien","Asx - All Markets","AUD"
"TFX","TELEFLEX INC","Gesundheitsversorgung","Aktien","10.544.540,88","0,02","10.544.540,88","33.914,00","310,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SY1","SYMRISE AG","Materialien","Aktien","10.542.642,05","0,02","10.542.642,05","87.690,00","120,23","Deutschland","Xetra","EUR"
"MOWI","MOWI","Nichtzyklische Konsumgüter","Aktien","10.525.364,24","0,02","10.525.364,24","413.896,00","25,43","Norwegen","Oslo Bors Asa","NOK"
"SRT3","SARTORIUS PREF AG","Gesundheitsversorgung","Aktien","10.521.085,13","0,02","10.521.085,13","19.834,00","530,46","Deutschland","Xetra","EUR"
"8015","TOYOTA TSUSHO CORP","Industrie","Aktien","10.504.678,18","0,02","10.504.678,18","242.600,00","43,30","Japan","Tokyo Stock Exchange","JPY"
"SCG","SCENTRE GROUP","Immobilien","Aktien","10.475.684,33","0,02","10.475.684,33","4.966.892,00","2,11","Australien","Asx - All Markets","AUD"
"5020","ENEOS HOLDINGS INC","Energie","Aktien","10.435.668,82","0,02","10.435.668,82","2.588.528,00","4,03","Japan","Tokyo Stock Exchange","JPY"
"NIBE B","NIBE INDUSTRIER CLASS B","Industrie","Aktien","10.407.023,93","0,02","10.407.023,93","1.072.154,00","9,71","Schweden","Nasdaq Omx Nordic","SEK"
"INF","INFORMA PLC","Kommunikation","Aktien","10.379.775,14","0,02","10.379.775,14","1.386.549,00","7,49","Vereinigtes Königreich","London Stock Exchange","GBP"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Aktien","10.353.782,88","0,02","10.353.782,88","29.589,00","349,92","Vereinigte Staaten","NASDAQ","USD"
"FFIV","F5 INC","IT","Aktien","10.351.495,92","0,02","10.351.495,92","50.683,00","204,24","Vereinigte Staaten","NASDAQ","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Immobilien","Aktien","10.341.940,00","0,02","10.341.940,00","605.500,00","17,08","Vereinigte Staaten","NASDAQ","USD"
"LDOS","LEIDOS HOLDINGS INC","Industrie","Aktien","10.300.460,50","0,02","10.300.460,50","114.475,00","89,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DANSKE","DANSKE BANK","Financials","Aktien","10.246.460,84","0,02","10.246.460,84","531.682,00","19,27","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"RO","ROCHE HOLDING AG","Gesundheitsversorgung","Aktien","10.250.116,99","0,02","10.250.116,99","25.400,00","403,55","Schweiz","SIX Swiss Exchange","CHF"
"2802","AJINOMOTO INC","Nichtzyklische Konsumgüter","Aktien","10.245.932,33","0,02","10.245.932,33","358.795,00","28,56","Japan","Tokyo Stock Exchange","JPY"
"CRDA","CRODA INTERNATIONAL PLC","Materialien","Aktien","10.215.507,25","0,02","10.215.507,25","96.099,00","106,30","Vereinigtes Königreich","London Stock Exchange","GBP"
"NDSN","NORDSON CORP","Industrie","Aktien","10.197.474,04","0,02","10.197.474,04","43.966,00","231,94","Vereinigte Staaten","NASDAQ","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","IT","Aktien","10.185.163,00","0,02","10.185.163,00","60.989,00","167,00","Vereinigte Staaten","NASDAQ","USD"
"PTC","PTC INC","IT","Aktien","10.177.839,10","0,02","10.177.839,10","89.570,00","113,63","Vereinigte Staaten","NASDAQ","USD"
"HRL","HORMEL FOODS CORP","Nichtzyklische Konsumgüter","Aktien","10.164.383,20","0,02","10.164.383,20","212.644,00","47,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PINS","PINTEREST INC CLASS A","Kommunikation","Aktien","10.154.615,55","0,02","10.154.615,55","414.305,00","24,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WTRG","ESSENTIAL UTILITIES INC","Versorger","Aktien","10.115.959,26","0,02","10.115.959,26","210.837,00","47,98","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"5201","AGC INC","Industrie","Aktien","10.111.339,92","0,02","10.111.339,92","223.412,00","45,26","Japan","Tokyo Stock Exchange","JPY"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrie","Aktien","10.066.364,88","0,02","10.066.364,88","112.398,00","89,56","Vereinigte Staaten","NASDAQ","USD"
"8830","SUMITOMO REALTY & DEVELOPMENT LTD","Immobilien","Aktien","9.998.922,06","0,02","9.998.922,06","323.613,00","30,90","Japan","Tokyo Stock Exchange","JPY"
"4307","NOMURA RESEARCH INSTITUTE LTD","IT","Aktien","9.993.555,42","0,02","9.993.555,42","279.710,00","35,73","Japan","Tokyo Stock Exchange","JPY"
"INCY","INCYTE CORP","Gesundheitsversorgung","Aktien","9.949.117,80","0,02","9.949.117,80","136.196,00","73,05","Vereinigte Staaten","NASDAQ","USD"
"DIM","SARTORIUS STEDIM BIOTECH SA","Gesundheitsversorgung","Aktien","9.945.759,36","0,02","9.945.759,36","22.579,00","440,49","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"JNPR","JUNIPER NETWORKS INC","IT","Aktien","9.892.204,08","0,02","9.892.204,08","284.504,00","34,77","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXAS","EXACT SCIENCES CORP","Gesundheitsversorgung","Aktien","9.871.106,13","0,02","9.871.106,13","131.457,00","75,09","Vereinigte Staaten","NASDAQ","USD"
"9101","NIPPON YUSEN","Industrie","Aktien","9.865.041,99","0,02","9.865.041,99","122.800,00","80,33","Japan","Tokyo Stock Exchange","JPY"
"LISN","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","9.864.069,22","0,02","9.864.069,22","83,00","118.844,21","Schweiz","SIX Swiss Exchange","CHF"
"WLN","WORLDLINE SA","IT","Aktien","9.793.533,95","0,02","9.793.533,95","200.553,00","48,83","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"LISP","CHOCOLADEFABRIKEN LINDT & SPRUENGL","Nichtzyklische Konsumgüter","Aktien","9.759.917,29","0,02","9.759.917,29","835,00","11.688,52","Schweiz","SIX Swiss Exchange","CHF"
"LNC","LINCOLN NATIONAL CORP","Financials","Aktien","9.722.231,22","0,02","9.722.231,22","144.547,00","67,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FWONK","LIBERTY MEDIA FORMULA ONE CORP SER","Kommunikation","Aktien","9.711.320,85","0,02","9.711.320,85","162.261,00","59,85","Vereinigte Staaten","NASDAQ","USD"
