Fondsposition per,"01.Mär.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"PKI","PERKINELMER INC","Gesundheitsversorgung","Aktien","34.503.143,60","0,06","34.503.143,60","194.713,00","177,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NTRS","NORTHERN TRUST CORP","Financials","Aktien","34.027.693,00","0,06","34.027.693,00","320.110,00","106,30","Vereinigte Staaten","NASDAQ","USD"
"SWKS","SKYWORKS SOLUTIONS INC","IT","Aktien","33.939.591,45","0,06","33.939.591,45","255.089,00","133,05","Vereinigte Staaten","NASDAQ","USD"
"MTB","M&T BANK CORP","Financials","Aktien","33.718.112,45","0,06","33.718.112,45","198.517,00","169,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DOV","DOVER CORP","Industrie","Aktien","33.718.212,71","0,06","33.718.212,71","222.313,00","151,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AEE","AMEREN CORP","Versorger","Aktien","33.698.344,07","0,06","33.698.344,07","397.433,00","84,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ALB","ALBEMARLE CORP","Materialien","Aktien","33.675.725,00","0,06","33.675.725,00","180.625,00","186,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ZBRA","ZEBRA TECHNOLOGIES CORP CLASS A","IT","Aktien","33.470.489,50","0,06","33.470.489,50","82.525,00","405,58","Vereinigte Staaten","NASDAQ","USD"
"BBY","BEST BUY INC","Zyklische Konsumgüter ","Aktien","33.385.508,74","0,06","33.385.508,74","343.543,00","97,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SYF","SYNCHRONY FINANCIAL","Financials","Aktien","33.332.375,53","0,06","33.332.375,53","844.499,00","39,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KEY","KEYCORP","Financials","Aktien","33.024.859,12","0,06","33.024.859,12","1.436.488,00","22,99","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VTR","VENTAS REIT INC","Immobilien","Aktien","32.914.764,80","0,06","32.914.764,80","615.920,00","53,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ABC","AMERISOURCEBERGEN CORP","Gesundheitsversorgung","Aktien","32.772.212,83","0,06","32.772.212,83","230.839,00","141,97","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RF","REGIONS FINANCIAL CORP","Financials","Aktien","32.535.395,64","0,06","32.535.395,64","1.471.524,00","22,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VRSN","VERISIGN INC","IT","Aktien","32.324.768,96","0,06","32.324.768,96","149.624,00","216,04","Vereinigte Staaten","NASDAQ","USD"
"ETR","ENTERGY CORP","Versorger","Aktien","32.271.171,48","0,06","32.271.171,48","310.718,00","103,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HBAN","HUNTINGTON BANCSHARES INC","Financials","Aktien","32.113.803,25","0,06","32.113.803,25","2.231.675,00","14,39","Vereinigte Staaten","NASDAQ","USD"
"CFG","CITIZENS FINANCIAL GROUP INC","Financials","Aktien","31.958.501,44","0,06","31.958.501,44","658.124,00","48,56","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"STX","SEAGATE TECHNOLOGY HOLDINGS PLC","IT","Aktien","31.807.893,78","0,06","31.807.893,78","316.119,00","100,62","Vereinigte Staaten","NASDAQ","USD"
"ESS","ESSEX PROPERTY TRUST REIT INC","Immobilien","Aktien","31.765.807,24","0,06","31.765.807,24","100.582,00","315,82","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GWW","WW GRAINGER INC","Industrie","Aktien","31.420.279,64","0,06","31.420.279,64","67.372,00","466,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"COO","COOPER INC","Gesundheitsversorgung","Aktien","31.326.253,20","0,06","31.326.253,20","76.164,00","411,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"GNRC","GENERAC HOLDINGS INC","Industrie","Aktien","31.187.264,16","0,06","31.187.264,16","97.084,00","321,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DRE","DUKE REALTY REIT CORP","Immobilien","Aktien","31.062.763,97","0,05","31.062.763,97","587.531,00","52,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ULTA","ULTA BEAUTY INC","Zyklische Konsumgüter ","Aktien","31.030.050,90","0,05","31.030.050,90","84.090,00","369,01","Vereinigte Staaten","NASDAQ","USD"
"HPE","HEWLETT PACKARD ENTERPRISE","IT","Aktien","30.983.330,59","0,05","30.983.330,59","2.010.599,00","15,41","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IR","INGERSOLL RAND INC","Industrie","Aktien","30.977.018,75","0,05","30.977.018,75","628.975,00","49,25","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ETSY","ETSY INC","Zyklische Konsumgüter ","Aktien","30.840.120,69","0,05","30.840.120,69","195.773,00","157,53","Vereinigte Staaten","NASDAQ","USD"
"TDY","TELEDYNE TECHNOLOGIES INC","IT","Aktien","30.674.272,23","0,05","30.674.272,23","72.051,00","425,73","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NDAQ","NASDAQ INC","Financials","Aktien","30.596.670,09","0,05","30.596.670,09","179.991,00","169,99","Vereinigte Staaten","NASDAQ","USD"
"CTRA","COTERRA ENERGY INC","Energie","Aktien","30.403.764,72","0,05","30.403.764,72","1.248.102,00","24,36","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PARA","PARAMOUNT GLOBAL CLASS B","Kommunikation","Aktien","30.096.160,50","0,05","30.096.160,50","932.925,00","32,26","Vereinigte Staaten","NASDAQ","USD"
"WAT","WATERS CORP","Gesundheitsversorgung","Aktien","29.680.979,91","0,05","29.680.979,91","94.649,00","313,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SBNY","SIGNATURE BANK","Financials","Aktien","29.613.274,25","0,05","29.613.274,25","93.491,00","316,75","Vereinigte Staaten","NASDAQ","USD"
"MOS","MOSAIC","Materialien","Aktien","29.549.716,56","0,05","29.549.716,56","569.688,00","51,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PPL","PPL CORP","Versorger","Aktien","29.479.244,00","0,05","29.479.244,00","1.158.320,00","25,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RJF","RAYMOND JAMES INC","Financials","Aktien","29.373.256,88","0,05","29.373.256,88","286.066,00","102,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MPWR","MONOLITHIC POWER SYSTEMS INC","IT","Aktien","29.186.273,40","0,05","29.186.273,40","66.849,00","436,60","Vereinigte Staaten","NASDAQ","USD"
"TER","TERADYNE INC","IT","Aktien","28.811.840,00","0,05","28.811.840,00","251.500,00","114,56","Vereinigte Staaten","NASDAQ","USD"
"TTWO","TAKE TWO INTERACTIVE SOFTWARE INC","Kommunikation","Aktien","28.511.036,60","0,05","28.511.036,60","178.417,00","159,80","Vereinigte Staaten","NASDAQ","USD"
"POOL","POOL CORP","Zyklische Konsumgüter ","Aktien","28.473.503,13","0,05","28.473.503,13","61.563,00","462,51","Vereinigte Staaten","NASDAQ","USD"
"CMS","CMS ENERGY CORP","Versorger","Aktien","28.375.098,57","0,05","28.375.098,57","445.939,00","63,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FLT","FLEETCOR TECHNOLOGIES INC","IT","Aktien","28.310.328,66","0,05","28.310.328,66","125.206,00","226,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DRI","DARDEN RESTAURANTS INC","Zyklische Konsumgüter ","Aktien","28.181.400,06","0,05","28.181.400,06","201.454,00","139,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MOH","MOLINA HEALTHCARE INC","Gesundheitsversorgung","Aktien","28.083.234,60","0,05","28.083.234,60","90.045,00","311,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HOLX","HOLOGIC INC","Gesundheitsversorgung","Aktien","27.931.185,44","0,05","27.931.185,44","394.063,00","70,88","Vereinigte Staaten","NASDAQ","USD"
"VFC","VF CORP","Zyklische Konsumgüter ","Aktien","27.920.974,90","0,05","27.920.974,90","502.990,00","55,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CINF","CINCINNATI FINANCIAL CORP","Financials","Aktien","27.783.171,50","0,05","27.783.171,50","231.430,00","120,05","Vereinigte Staaten","NASDAQ","USD"
"MRO","MARATHON OIL CORP","Energie","Aktien","27.676.825,47","0,05","27.676.825,47","1.209.123,00","22,89","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CLX","CLOROX","Nichtzyklische Konsumgüter","Aktien","27.380.726,32","0,05","27.380.726,32","188.989,00","144,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AKAM","AKAMAI TECHNOLOGIES INC","IT","Aktien","27.319.594,90","0,05","27.319.594,90","251.030,00","108,83","Vereinigte Staaten","NASDAQ","USD"
"CZR","CAESARS ENTERTAINMENT INC","Zyklische Konsumgüter ","Aktien","27.243.495,72","0,05","27.243.495,72","328.314,00","82,98","Vereinigte Staaten","NASDAQ","USD"
"CF","CF INDUSTRIES HOLDINGS INC","Materialien","Aktien","26.995.565,25","0,05","26.995.565,25","327.815,00","82,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTLT","CATALENT INC","Gesundheitsversorgung","Aktien","26.942.586,00","0,05","26.942.586,00","264.143,00","102,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"OMC","OMNICOM GROUP INC","Kommunikation","Aktien","26.879.208,03","0,05","26.879.208,03","329.281,00","81,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TYL","TYLER TECHNOLOGIES INC","IT","Aktien","26.703.503,57","0,05","26.703.503,57","63.229,00","422,33","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NTAP","NETAPP INC","IT","Aktien","26.707.307,44","0,05","26.707.307,44","345.368,00","77,33","Vereinigte Staaten","NASDAQ","USD"
"AMCR","AMCOR PLC","Materialien","Aktien","26.689.532,96","0,05","26.689.532,96","2.370.296,00","11,26","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TRMB","TRIMBLE INC","IT","Aktien","26.635.951,80","0,05","26.635.951,80","387.714,00","68,70","Vereinigte Staaten","NASDAQ","USD"
"GPC","GENUINE PARTS","Zyklische Konsumgüter ","Aktien","26.597.590,23","0,05","26.597.590,23","221.149,00","120,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BXP","BOSTON PROPERTIES REIT INC","Immobilien","Aktien","26.478.823,32","0,05","26.478.823,32","219.123,00","120,84","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KMX","CARMAX INC","Zyklische Konsumgüter ","Aktien","26.463.124,20","0,05","26.463.124,20","251.455,00","105,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EXPD","EXPEDITORS INTERNATIONAL OF WASHIN","Industrie","Aktien","26.444.979,16","0,05","26.444.979,16","260.516,00","101,51","Vereinigte Staaten","NASDAQ","USD"
"SEDG","SOLAREDGE TECHNOLOGIES INC","IT","Aktien","26.328.791,52","0,05","26.328.791,52","81.104,00","324,63","Vereinigte Staaten","NASDAQ","USD"
"BR","BROADRIDGE FINANCIAL SOLUTIONS INC","IT","Aktien","26.196.039,10","0,05","26.196.039,10","179.057,00","146,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CNP","CENTERPOINT ENERGY INC","Versorger","Aktien","26.078.142,72","0,05","26.078.142,72","970.169,00","26,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JBHT","JB HUNT TRANSPORT SERVICES INC","Industrie","Aktien","25.987.092,72","0,05","25.987.092,72","129.702,00","200,36","Vereinigte Staaten","NASDAQ","USD"
"PFG","PRINCIPAL FINANCIAL GROUP INC","Financials","Aktien","25.900.788,42","0,05","25.900.788,42","383.886,00","67,47","Vereinigte Staaten","NASDAQ","USD"
"WAB","WESTINGHOUSE AIR BRAKE TECHNOLOGIE","Industrie","Aktien","25.829.632,53","0,05","25.829.632,53","290.907,00","88,79","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NLOK","NORTONLIFELOCK INC","IT","Aktien","25.755.010,32","0,05","25.755.010,32","892.412,00","28,86","Vereinigte Staaten","NASDAQ","USD"
"GRMN","GARMIN LTD","Zyklische Konsumgüter ","Aktien","25.729.110,00","0,05","25.729.110,00","233.901,00","110,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PEAK","HEALTHPEAK PROPERTIES INC","Immobilien","Aktien","25.526.989,50","0,05","25.526.989,50","830.146,00","30,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TECH","BIO TECHNE CORP","Gesundheitsversorgung","Aktien","25.491.900,42","0,05","25.491.900,42","60.669,00","420,18","Vereinigte Staaten","NASDAQ","USD"
"CAG","CONAGRA BRANDS INC","Nichtzyklische Konsumgüter","Aktien","25.474.382,98","0,05","25.474.382,98","738.602,00","34,49","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RCL","ROYAL CARIBBEAN GROUP LTD","Zyklische Konsumgüter ","Aktien","25.372.169,01","0,04","25.372.169,01","344.403,00","73,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MGM","MGM RESORTS INTERNATIONAL","Zyklische Konsumgüter ","Aktien","25.172.918,08","0,04","25.172.918,08","600.499,00","41,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"K","KELLOGG","Nichtzyklische Konsumgüter","Aktien","25.005.491,88","0,04","25.005.491,88","394.782,00","63,34","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DGX","QUEST DIAGNOSTICS INC","Gesundheitsversorgung","Aktien","24.994.090,88","0,04","24.994.090,88","189.464,00","131,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PAYC","PAYCOM SOFTWARE INC","IT","Aktien","24.848.734,40","0,04","24.848.734,40","74.264,00","334,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IP","INTERNATIONAL PAPER","Materialien","Aktien","24.830.384,39","0,04","24.830.384,39","601.657,00","41,27","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NVR","NVR INC","Zyklische Konsumgüter ","Aktien","24.808.174,08","0,04","24.808.174,08","5.056,00","4.906,68","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"J","JACOBS ENGINEERING GROUP INC","Industrie","Aktien","24.587.115,79","0,04","24.587.115,79","199.879,00","123,01","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"DPZ","DOMINOS PIZZA INC","Zyklische Konsumgüter ","Aktien","24.492.476,28","0,04","24.492.476,28","56.668,00","432,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UDR","UDR REIT INC","Immobilien","Aktien","24.345.489,39","0,04","24.345.489,39","448.269,00","54,31","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LYV","LIVE NATION ENTERTAINMENT INC","Kommunikation","Aktien","24.332.066,70","0,04","24.332.066,70","208.501,00","116,70","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BRO","BROWN & BROWN INC","Financials","Aktien","24.213.961,35","0,04","24.213.961,35","362.105,00","66,87","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TXT","TEXTRON INC","Industrie","Aktien","24.170.338,44","0,04","24.170.338,44","340.092,00","71,07","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"XYL","XYLEM INC","Industrie","Aktien","24.159.016,08","0,04","24.159.016,08","278.458,00","86,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CEG","CONSTELLATION ENERGY CORP","Versorger","Aktien","24.041.428,56","0,04","24.041.428,56","503.064,00","47,79","Vereinigte Staaten","NASDAQ","USD"
"EMN","EASTMAN CHEMICAL","Materialien","Aktien","23.979.247,80","0,04","23.979.247,80","209.243,00","114,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TFX","TELEFLEX INC","Gesundheitsversorgung","Aktien","23.928.631,44","0,04","23.928.631,44","71.806,00","333,24","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FDS","FACTSET RESEARCH SYSTEMS INC","Financials","Aktien","23.903.118,82","0,04","23.903.118,82","58.037,00","411,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PWR","QUANTA SERVICES INC","Industrie","Aktien","23.830.454,63","0,04","23.830.454,63","219.899,00","108,37","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WDC","WESTERN DIGITAL CORP","IT","Aktien","23.798.800,69","0,04","23.798.800,69","480.881,00","49,49","Vereinigte Staaten","NASDAQ","USD"
"CCL","CARNIVAL CORP","Zyklische Konsumgüter ","Aktien","23.429.476,24","0,04","23.429.476,24","1.242.284,00","18,86","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FMC","FMC CORP","Materialien","Aktien","23.108.643,22","0,04","23.108.643,22","199.058,00","116,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CAH","CARDINAL HEALTH INC","Gesundheitsversorgung","Aktien","22.973.548,14","0,04","22.973.548,14","434.858,00","52,83","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CE","CELANESE CORP","Materialien","Aktien","22.796.170,74","0,04","22.796.170,74","168.039,00","135,66","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LDOS","LEIDOS HOLDINGS INC","Industrie","Aktien","22.787.000,75","0,04","22.787.000,75","217.537,00","104,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"QRVO","QORVO INC","IT","Aktien","22.651.644,54","0,04","22.651.644,54","170.814,00","132,61","Vereinigte Staaten","NASDAQ","USD"
"ATO","ATMOS ENERGY CORP","Versorger","Aktien","22.465.074,94","0,04","22.465.074,94","204.358,00","109,93","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MKTX","MARKETAXESS HOLDINGS INC","Financials","Aktien","22.281.308,28","0,04","22.281.308,28","58.652,00","379,89","Vereinigte Staaten","NASDAQ","USD"
"IRM","IRON MOUNTAIN INC","Immobilien","Aktien","22.207.357,66","0,04","22.207.357,66","447.098,00","49,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IEX","IDEX CORP","Industrie","Aktien","22.109.114,16","0,04","22.109.114,16","117.153,00","188,72","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LNT","ALLIANT ENERGY CORP","Versorger","Aktien","22.061.148,51","0,04","22.061.148,51","385.213,00","57,27","Vereinigte Staaten","NASDAQ","USD"
"ABMD","ABIOMED INC","Gesundheitsversorgung","Aktien","22.040.854,92","0,04","22.040.854,92","70.308,00","313,49","Vereinigte Staaten","NASDAQ","USD"
"CRL","CHARLES RIVER LABORATORIES INTERNA","Gesundheitsversorgung","Aktien","22.011.958,28","0,04","22.011.958,28","77.387,00","284,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"KIM","KIMCO REALTY REIT CORP","Immobilien","Aktien","21.793.161,12","0,04","21.793.161,12","950.836,00","22,92","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HRL","HORMEL FOODS CORP","Nichtzyklische Konsumgüter","Aktien","21.518.937,50","0,04","21.518.937,50","434.375,00","49,54","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"EVRG","EVERGY INC","Versorger","Aktien","21.504.216,24","0,04","21.504.216,24","353.223,00","60,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IPG","INTERPUBLIC GROUP OF COMPANIES INC","Kommunikation","Aktien","21.476.588,42","0,04","21.476.588,42","605.486,00","35,47","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CHRW","CH ROBINSON WORLDWIDE INC","Industrie","Aktien","21.461.475,72","0,04","21.461.475,72","204.746,00","104,82","Vereinigte Staaten","NASDAQ","USD"
"AVY","AVERY DENNISON CORP","Materialien","Aktien","21.359.138,30","0,04","21.359.138,30","127.945,00","166,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LVS","LAS VEGAS SANDS CORP","Zyklische Konsumgüter ","Aktien","21.292.021,40","0,04","21.292.021,40","528.338,00","40,30","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SJM","JM SMUCKER","Nichtzyklische Konsumgüter","Aktien","21.248.918,80","0,04","21.248.918,80","168.215,00","126,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AES","AES CORP","Versorger","Aktien","21.187.287,42","0,04","21.187.287,42","1.025.026,00","20,67","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"APA","APA CORP","Energie","Aktien","20.918.757,75","0,04","20.918.757,75","560.975,00","37,29","Vereinigte Staaten","NASDAQ","USD"
"BBWI","BATH AND BODY WORKS INC","Zyklische Konsumgüter ","Aktien","20.870.118,00","0,04","20.870.118,00","409.700,00","50,94","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UAL","UNITED AIRLINES HOLDINGS INC","Industrie","Aktien","20.849.544,45","0,04","20.849.544,45","498.197,00","41,85","Vereinigte Staaten","NASDAQ","USD"
"PKG","PACKAGING CORP OF AMERICA","Materialien","Aktien","20.787.750,64","0,04","20.787.750,64","145.247,00","143,12","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOXA","FOX CORP CLASS A","Kommunikation","Aktien","20.766.075,48","0,04","20.766.075,48","503.298,00","41,26","Vereinigte Staaten","NASDAQ","USD"
"MAS","MASCO CORP","Industrie","Aktien","20.739.635,88","0,04","20.739.635,88","379.986,00","54,58","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BIO","BIO RAD LABORATORIES INC CLASS A","Gesundheitsversorgung","Aktien","20.506.937,50","0,04","20.506.937,50","33.250,00","616,75","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","IT","Aktien","20.460.340,24","0,04","20.460.340,24","114.227,00","179,12","Vereinigte Staaten","NASDAQ","USD"
"INCY","INCYTE CORP","Gesundheitsversorgung","Aktien","19.927.809,00","0,04","19.927.809,00","290.070,00","68,70","Vereinigte Staaten","NASDAQ","USD"
"RHI","ROBERT HALF","Industrie","Aktien","19.845.448,94","0,04","19.845.448,94","174.742,00","113,57","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HWM","HOWMET AEROSPACE INC","Industrie","Aktien","19.778.092,95","0,04","19.778.092,95","597.345,00","33,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CTXS","CITRIX SYSTEMS INC","IT","Aktien","19.625.204,22","0,03","19.625.204,22","191.167,00","102,66","Vereinigte Staaten","NASDAQ","USD"
"AAP","ADVANCE AUTO PARTS INC","Zyklische Konsumgüter ","Aktien","19.557.345,06","0,03","19.557.345,06","97.218,00","201,17","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"CBOE","CBOE GLOBAL MARKETS INC","Financials","Aktien","19.399.178,40","0,03","19.399.178,40","165.522,00","117,20","Vereinigte Staaten","Cboe BZX formerly known as BATS","USD"
"HST","HOST HOTELS & RESORTS REIT INC","Immobilien","Aktien","19.189.941,68","0,03","19.189.941,68","1.101.604,00","17,42","Vereinigte Staaten","NASDAQ","USD"
"PHM","PULTEGROUP INC","Zyklische Konsumgüter ","Aktien","19.179.196,50","0,03","19.179.196,50","390.615,00","49,10","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LKQ","LKQ CORP","Zyklische Konsumgüter ","Aktien","19.063.680,98","0,03","19.063.680,98","415.693,00","45,86","Vereinigte Staaten","NASDAQ","USD"
"WRB","WR BERKLEY CORP","Financials","Aktien","19.032.418,48","0,03","19.032.418,48","215.836,00","88,18","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"HAS","HASBRO INC","Zyklische Konsumgüter ","Aktien","18.970.637,40","0,03","18.970.637,40","200.070,00","94,82","Vereinigte Staaten","NASDAQ","USD"
"HSIC","HENRY SCHEIN INC","Gesundheitsversorgung","Aktien","18.908.190,63","0,03","18.908.190,63","219.073,00","86,31","Vereinigte Staaten","NASDAQ","USD"
"VTRS","VIATRIS INC","Gesundheitsversorgung","Aktien","18.888.145,15","0,03","18.888.145,15","1.860.901,00","10,15","Vereinigte Staaten","NASDAQ","USD"
"WHR","WHIRLPOOL CORP","Zyklische Konsumgüter ","Aktien","18.851.226,40","0,03","18.851.226,40","93.680,00","201,23","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"L","LOEWS CORP","Financials","Aktien","18.660.330,36","0,03","18.660.330,36","312.516,00","59,71","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NDSN","NORDSON CORP","Industrie","Aktien","18.637.414,64","0,03","18.637.414,64","83.486,00","223,24","Vereinigte Staaten","NASDAQ","USD"
"EPAM","EPAM SYSTEMS INC","IT","Aktien","18.480.663,79","0,03","18.480.663,79","87.499,00","211,21","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FFIV","F5 INC","IT","Aktien","18.296.166,35","0,03","18.296.166,35","93.115,00","196,49","Vereinigte Staaten","NASDAQ","USD"
"BFB","BROWN FORMAN CORP CLASS B","Nichtzyklische Konsumgüter","Aktien","18.188.834,40","0,03","18.188.834,40","282.260,00","64,44","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"XRAY","DENTSPLY SIRONA INC","Gesundheitsversorgung","Aktien","18.189.834,48","0,03","18.189.834,48","334.618,00","54,36","Vereinigte Staaten","NASDAQ","USD"
"CMA","COMERICA INC","Financials","Aktien","18.037.583,88","0,03","18.037.583,88","205.932,00","87,59","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"PTC","PTC INC","IT","Aktien","17.971.343,79","0,03","17.971.343,79","163.183,00","110,13","Vereinigte Staaten","NASDAQ","USD"
"FBHS","FORTUNE BRANDS HOME AND SECURITY I","Industrie","Aktien","17.802.612,75","0,03","17.802.612,75","212.315,00","83,85","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WRK","WESTROCK","Materialien","Aktien","17.788.902,03","0,03","17.788.902,03","409.977,00","43,39","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"RE","EVEREST RE GROUP LTD","Financials","Aktien","17.419.546,53","0,03","17.419.546,53","61.317,00","284,09","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"NI","NISOURCE INC","Versorger","Aktien","17.397.024,90","0,03","17.397.024,90","607.226,00","28,65","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SNA","SNAP ON INC","Industrie","Aktien","16.769.434,00","0,03","16.769.434,00","83.017,00","202,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JNPR","JUNIPER NETWORKS INC","IT","Aktien","16.704.407,60","0,03","16.704.407,60","504.970,00","33,08","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"TPR","TAPESTRY INC","Zyklische Konsumgüter ","Aktien","16.676.346,52","0,03","16.676.346,52","429.692,00","38,81","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Gesundheitsversorgung","Aktien","16.346.375,76","0,03","16.346.375,76","112.827,00","144,88","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"LNC","LINCOLN NATIONAL CORP","Financials","Aktien","16.323.089,76","0,03","16.323.089,76","262.092,00","62,28","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"AAL","AMERICAN AIRLINES GROUP INC","Industrie","Aktien","16.288.810,83","0,03","16.288.810,83","999.927,00","16,29","Vereinigte Staaten","NASDAQ","USD"
"ALLE","ALLEGION PLC","Industrie","Aktien","15.882.903,54","0,03","15.882.903,54","138.558,00","114,63","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
