Fondsposition per,"05.Apr.2022"
 
Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"5411","JFE HOLDINGS INC","Materialien","Aktien","5.148.035,43","0,01","5.148.035,43","386.087,00","13,33","Japan","Tokyo Stock Exchange","JPY"
"12","HENDERSON LAND DEVELOPMENT LTD","Immobilien","Aktien","5.143.629,45","0,01","5.143.629,45","1.226.830,00","4,19","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"TWE","TREASURY WINE ESTATES LTD","Nichtzyklische Konsumgüter","Aktien","5.141.986,54","0,01","5.141.986,54","576.906,00","8,91","Australien","Asx - All Markets","AUD"
"6963","ROHM LTD","IT","Aktien","5.123.095,02","0,01","5.123.095,02","66.350,00","77,21","Japan","Tokyo Stock Exchange","JPY"
"ABDN","ABRDN PLC","Financials","Aktien","5.122.923,39","0,01","5.122.923,39","1.818.902,00","2,82","Vereinigtes Königreich","London Stock Exchange","GBP"
"BALD B","FASTIGHETS BALDER B","Immobilien","Aktien","5.103.217,02","0,01","5.103.217,02","76.103,00","67,06","Schweden","Nasdaq Omx Nordic","SEK"
"7532","PAN PACIFIC INTERNATIONAL HOLDINGS","Zyklische Konsumgüter ","Aktien","5.075.480,60","0,01","5.075.480,60","318.140,00","15,95","Japan","Tokyo Stock Exchange","JPY"
"CCL.B","CCL INDUSTRIES INC CLASS B","Materialien","Aktien","5.067.892,87","0,01","5.067.892,87","110.883,00","45,70","Kanada","Toronto Stock Exchange","CAD"
"NEXI","NEXI","IT","Aktien","5.060.607,96","0,01","5.060.607,96","449.385,00","11,26","Italien","Borsa Italiana","EUR"
"ORI","ORICA LTD","Materialien","Aktien","5.037.205,20","0,01","5.037.205,20","414.467,00","12,15","Australien","Asx - All Markets","AUD"
"6504","FUJI ELECTRIC LTD","Industrie","Aktien","5.026.189,22","0,01","5.026.189,22","102.600,00","48,99","Japan","Tokyo Stock Exchange","JPY"
"ORK","ORKLA","Nichtzyklische Konsumgüter","Aktien","4.976.928,47","0,01","4.976.928,47","538.459,00","9,24","Norwegen","Oslo Bors Asa","NOK"
"QBR.B","QUEBECOR INC CLASS B","Kommunikation","Aktien","4.976.844,87","0,01","4.976.844,87","202.899,00","24,53","Kanada","Toronto Stock Exchange","CAD"
"DAL","DELTA AIR LINES INC","Industrie","Aktien","4.977.066,57","0,01","4.977.066,57","127.519,00","39,03","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MPL","MEDIBANK PRIVATE LTD","Financials","Aktien","4.957.390,17","0,01","4.957.390,17","2.124.811,00","2,33","Australien","Asx - All Markets","AUD"
"DKK","DKK CASH","Cash und/oder Derivate","Geldmarkt","4.946.927,78","0,01","4.946.927,78","33.637.377,00","14,71","Dänemark","-","DKK"
"7181","JAPAN POST INSURANCE LTD","Financials","Aktien","4.945.368,43","0,01","4.945.368,43","289.800,00","17,06","Japan","Tokyo Stock Exchange","JPY"
"6965","HAMAMATSU PHOTONICS","IT","Aktien","4.929.234,76","0,01","4.929.234,76","93.500,00","52,72","Japan","Tokyo Stock Exchange","JPY"
"3281","GLP J-REIT REIT","Immobilien","Aktien","4.931.192,67","0,01","4.931.192,67","3.222,00","1.530,48","Japan","Tokyo Stock Exchange","JPY"
"9502","CHUBU ELECTRIC POWER INC","Versorger","Aktien","4.922.235,29","0,01","4.922.235,29","489.425,00","10,06","Japan","Tokyo Stock Exchange","JPY"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrie","Aktien","4.887.387,70","0,01","4.887.387,70","1.601.800,00","3,05","Singapur","Singapore Exchange","SGD"
"BDEV","BARRATT DEVELOPMENTS","Zyklische Konsumgüter ","Aktien","4.874.412,14","0,01","4.874.412,14","714.450,00","6,82","Vereinigtes Königreich","London Stock Exchange","GBP"
"SKF B","SKF B","Industrie","Aktien","4.866.805,18","0,01","4.866.805,18","308.014,00","15,80","Schweden","Nasdaq Omx Nordic","SEK"
"7701","SHIMADZU CORP","IT","Aktien","4.855.140,56","0,01","4.855.140,56","139.051,00","34,92","Japan","Tokyo Stock Exchange","JPY"
"MB","MEDIOBANCA BANCA DI CREDITO FINANZ","Financials","Aktien","4.852.490,82","0,01","4.852.490,82","484.720,00","10,01","Italien","Borsa Italiana","EUR"
"X","TMX GROUP LTD","Financials","Aktien","4.836.942,65","0,01","4.836.942,65","45.948,00","105,27","Kanada","Toronto Stock Exchange","CAD"
"4751","CYBER AGENT INC","Kommunikation","Aktien","4.827.461,78","0,01","4.827.461,78","372.700,00","12,95","Japan","Tokyo Stock Exchange","JPY"
"4967","KOBAYASHI PHARMACEUTICAL LTD","Nichtzyklische Konsumgüter","Aktien","4.826.570,42","0,01","4.826.570,42","60.600,00","79,65","Japan","Tokyo Stock Exchange","JPY"
"ADM","ADMIRAL GROUP PLC","Financials","Aktien","4.806.792,64","0,01","4.806.792,64","142.832,00","33,65","Vereinigtes Königreich","London Stock Exchange","GBP"
"UTDI","UNITED INTERNET AG","Kommunikation","Aktien","4.803.040,67","0,01","4.803.040,67","139.351,00","34,47","Deutschland","Xetra","EUR"
"ALD","AMPOL LTD","Energie","Aktien","4.778.378,15","0,01","4.778.378,15","200.228,00","23,86","Australien","Asx - All Markets","AUD"
"9005","TOKYU CORP","Industrie","Aktien","4.775.093,44","0,01","4.775.093,44","366.591,00","13,03","Japan","Tokyo Stock Exchange","JPY"
"AKRBP","AKER BP","Energie","Aktien","4.755.252,35","0,01","4.755.252,35","123.751,00","38,43","Norwegen","Oslo Bors Asa","NOK"
"6586","MAKITA CORP","Industrie","Aktien","4.748.070,35","0,01","4.748.070,35","144.226,00","32,92","Japan","Tokyo Stock Exchange","JPY"
"LBTYA","LIBERTY GLOBAL PLC CLASS A","Kommunikation","Aktien","4.744.632,75","0,01","4.744.632,75","187.165,00","25,35","Vereinigte Staaten","NASDAQ","USD"
"8952","JAPAN REAL ESTATE INVESTMENT TRUST","Immobilien","Aktien","4.736.688,43","0,01","4.736.688,43","927,00","5.109,70","Japan","Tokyo Stock Exchange","JPY"
"AMP","AMPLIFON","Gesundheitsversorgung","Aktien","4.731.832,16","0,01","4.731.832,16","100.648,00","47,01","Italien","Borsa Italiana","EUR"
"TEMN","TEMENOS AG","IT","Aktien","4.695.991,83","0,01","4.695.991,83","48.531,00","96,76","Schweiz","SIX Swiss Exchange","CHF"
"GRF","GRIFOLS SA CLASS A","Gesundheitsversorgung","Aktien","4.692.715,37","0,01","4.692.715,37","245.078,00","19,15","Spanien","Bolsa De Madrid","EUR"
"6724","SEIKO EPSON CORP","IT","Aktien","4.686.619,90","0,01","4.686.619,90","319.600,00","14,66","Japan","Tokyo Stock Exchange","JPY"
"1928","SANDS CHINA LTD","Zyklische Konsumgüter ","Aktien","4.685.677,00","0,01","4.685.677,00","1.900.270,00","2,47","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"TFII","TFI INTERNATIONAL INC","Industrie","Aktien","4.680.663,65","0,01","4.680.663,65","51.084,00","91,63","Kanada","Toronto Stock Exchange","CAD"
"KINV B","KINNEVIK CLASS B","Financials","Aktien","4.648.579,51","0,01","4.648.579,51","172.024,00","27,02","Schweden","Nasdaq Omx Nordic","SEK"
"1821","ESR CAYMAN LTD","Immobilien","Aktien","4.624.150,42","0,01","4.624.150,42","1.455.066,00","3,18","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"3462","NOMURA REAL ESTATE MASTER FUND REI","Immobilien","Aktien","4.624.187,52","0,01","4.624.187,52","3.468,00","1.333,39","Japan","Tokyo Stock Exchange","JPY"
"4612","NIPPON PAINT HOLDINGS LTD","Materialien","Aktien","4.611.470,05","0,01","4.611.470,05","507.200,00","9,09","Japan","Tokyo Stock Exchange","JPY"
"2002","NISSHIN SEIFUN GROUP INC","Nichtzyklische Konsumgüter","Aktien","4.595.972,26","0,01","4.595.972,26","330.800,00","13,89","Japan","Tokyo Stock Exchange","JPY"
"IVN","IVANHOE MINES LTD CLASS A","Materialien","Aktien","4.555.337,33","0,01","4.555.337,33","494.429,00","9,21","Kanada","Toronto Stock Exchange","CAD"
"AM","DASSAULT AVIATION SA","Industrie","Aktien","4.551.530,20","0,01","4.551.530,20","28.134,00","161,78","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SW","SODEXO SA","Zyklische Konsumgüter ","Aktien","4.544.867,34","0,01","4.544.867,34","63.531,00","71,54","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CLVT","CLARIVATE PLC","Industrie","Aktien","4.519.101,00","0,01","4.519.101,00","272.235,00","16,60","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"SPK","SPARK NEW ZEALAND LTD","Kommunikation","Aktien","4.515.579,48","0,01","4.515.579,48","1.360.888,00","3,32","Neuseeland","New Zealand Exchange Ltd","NZD"
"KBX","KNORR BREMSE AG","Industrie","Aktien","4.508.490,26","0,01","4.508.490,26","58.730,00","76,77","Deutschland","Xetra","EUR"
"6146","DISCO CORP","IT","Aktien","4.490.125,31","0,01","4.490.125,31","16.600,00","270,49","Japan","Tokyo Stock Exchange","JPY"
"EDF","ELECTRICITE DE FRANCE SA","Versorger","Aktien","4.470.846,69","0,01","4.470.846,69","487.856,00","9,16","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"GJF","GJENSIDIGE FORSIKRING","Financials","Aktien","4.470.187,37","0,01","4.470.187,37","178.011,00","25,11","Norwegen","Oslo Bors Asa","NOK"
"9503","KANSAI ELECTRIC POWER INC","Versorger","Aktien","4.449.099,15","0,01","4.449.099,15","482.880,00","9,21","Japan","Tokyo Stock Exchange","JPY"
"SOF","SOFINA SA","Financials","Aktien","4.452.252,81","0,01","4.452.252,81","12.223,00","364,25","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"6383","DAIFUKU LTD","Industrie","Aktien","4.436.416,72","0,01","4.436.416,72","62.800,00","70,64","Japan","Tokyo Stock Exchange","JPY"
"LI","KLEPIERRE REIT SA","Immobilien","Aktien","4.437.515,37","0,01","4.437.515,37","176.382,00","25,16","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"6823","HKT TRUST AND HKT UNITS LTD","Kommunikation","Aktien","4.438.673,28","0,01","4.438.673,28","3.214.223,00","1,38","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"4204","SEKISUI CHEMICAL LTD","Zyklische Konsumgüter ","Aktien","4.420.929,58","0,01","4.420.929,58","313.624,00","14,10","Japan","Tokyo Stock Exchange","JPY"
"EVN","EVOLUTION MINING LTD","Materialien","Aktien","4.420.600,06","0,01","4.420.600,06","1.335.919,00","3,31","Australien","Asx - All Markets","AUD"
"4042","TOSOH CORP","Materialien","Aktien","4.414.412,59","0,01","4.414.412,59","307.500,00","14,36","Japan","Tokyo Stock Exchange","JPY"
"AC","ACCOR SA","Zyklische Konsumgüter ","Aktien","4.408.638,11","0,01","4.408.638,11","141.965,00","31,05","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CCH","COCA COLA HBC AG","Nichtzyklische Konsumgüter","Aktien","4.407.254,64","0,01","4.407.254,64","214.336,00","20,56","Vereinigtes Königreich","London Stock Exchange","GBP"
"WIX","WIX.COM LTD","IT","Aktien","4.392.376,20","0,01","4.392.376,20","41.892,00","104,85","Israel","NASDAQ","USD"
"5333","NGK INSULATORS LTD","Industrie","Aktien","4.388.275,27","0,01","4.388.275,27","314.200,00","13,97","Japan","Tokyo Stock Exchange","JPY"
"REC","RECORDATI INDUSTRIA CHIMICA E FARM","Gesundheitsversorgung","Aktien","4.350.908,70","0,01","4.350.908,70","81.375,00","53,47","Italien","Borsa Italiana","EUR"
"ICL","ICL GROUP LTD","Materialien","Aktien","4.340.904,86","0,01","4.340.904,86","360.167,00","12,05","Israel","Tel Aviv Stock Exchange","ILS"
"MZTF","MIZRAHI TEFAHOT BANK LTD","Financials","Aktien","4.333.707,25","0,01","4.333.707,25","110.767,00","39,12","Israel","Tel Aviv Stock Exchange","ILS"
"EMP.A","EMPIRE LTD CLASS A","Nichtzyklische Konsumgüter","Aktien","4.322.719,40","0,01","4.322.719,40","121.154,00","35,68","Kanada","Toronto Stock Exchange","CAD"
"4768","OTSUKA CORP","IT","Aktien","4.313.779,31","0,01","4.313.779,31","118.986,00","36,25","Japan","Tokyo Stock Exchange","JPY"
"BKG","BERKELEY GROUP HOLDINGS (THE) PLC","Zyklische Konsumgüter ","Aktien","4.266.449,84","0,01","4.266.449,84","84.069,00","50,75","Vereinigtes Königreich","London Stock Exchange","GBP"
"2702","MCDONALDS HOLDINGS (JAPAN) LTD","Zyklische Konsumgüter ","Aktien","4.257.939,09","0,01","4.257.939,09","103.140,00","41,28","Japan","Tokyo Stock Exchange","JPY"
"FOX","FOX CORP CLASS B","Kommunikation","Aktien","4.236.422,40","0,01","4.236.422,40","119.168,00","35,55","Vereinigte Staaten","NASDAQ","USD"
"GFC","GECINA SA","Immobilien","Aktien","4.229.402,20","0,01","4.229.402,20","34.865,00","121,31","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TXG","10X GENOMICS INC CLASS A","Gesundheitsversorgung","Aktien","4.227.633,00","0,01","4.227.633,00","55.350,00","76,38","Vereinigte Staaten","NASDAQ","USD"
"288","WH GROUP LTD","Nichtzyklische Konsumgüter","Aktien","4.213.827,98","0,01","4.213.827,98","6.361.500,00","0,66","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"AZJ","AURIZON HOLDINGS LTD","Industrie","Aktien","4.204.750,03","0,01","4.204.750,03","1.502.667,00","2,80","Australien","Asx - All Markets","AUD"
"2433","HAKUHODO DY HOLDINGS INC","Kommunikation","Aktien","4.187.177,10","0,01","4.187.177,10","333.500,00","12,56","Japan","Tokyo Stock Exchange","JPY"
"SBRY","SAINSBURY(J) PLC","Nichtzyklische Konsumgüter","Aktien","4.175.354,22","0,01","4.175.354,22","1.289.493,00","3,24","Vereinigtes Königreich","London Stock Exchange","GBP"
"UHAL","AMERCO","Industrie","Aktien","4.159.947,60","0,01","4.159.947,60","7.272,00","572,05","Vereinigte Staaten","NASDAQ","USD"
"NVAX","NOVAVAX INC","Gesundheitsversorgung","Aktien","4.147.127,71","0,01","4.147.127,71","63.577,00","65,23","Vereinigte Staaten","NASDAQ","USD"
"RNO","RENAULT SA","Zyklische Konsumgüter ","Aktien","4.137.946,16","0,01","4.137.946,16","164.439,00","25,16","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"H78","HONGKONG LAND HOLDINGS LTD","Immobilien","Aktien","4.131.665,20","0,01","4.131.665,20","794.551,00","5,20","Hongkong","Singapore Exchange","USD"
"SAP","SAPUTO INC","Nichtzyklische Konsumgüter","Aktien","4.115.289,27","0,01","4.115.289,27","171.312,00","24,02","Kanada","Toronto Stock Exchange","CAD"
"ONEX","ONEX CORP","Financials","Aktien","4.111.140,10","0,01","4.111.140,10","61.901,00","66,41","Kanada","Toronto Stock Exchange","CAD"
"GN","GN STORE NORD","Gesundheitsversorgung","Aktien","4.106.522,79","0,01","4.106.522,79","87.341,00","47,02","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"ESLT","ELBIT SYSTEMS LTD","Industrie","Aktien","4.093.790,62","0,01","4.093.790,62","18.559,00","220,58","Israel","Tel Aviv Stock Exchange","ILS"
"DEMANT","DEMANT","Gesundheitsversorgung","Aktien","4.089.977,28","0,01","4.089.977,28","88.540,00","46,19","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"LATO B","LATOUR INVESTMENT CLASS B","Industrie","Aktien","4.090.718,00","0,01","4.090.718,00","124.741,00","32,79","Schweden","Nasdaq Omx Nordic","SEK"
"1803","SHIMIZU CORP","Industrie","Aktien","4.090.795,57","0,01","4.090.795,57","686.224,00","5,96","Japan","Tokyo Stock Exchange","JPY"
"IAG","IA FINANCIAL INC","Financials","Aktien","4.072.317,71","0,01","4.072.317,71","68.101,00","59,80","Kanada","Toronto Stock Exchange","CAD"
"ABN","ABN AMRO BANK NV","Financials","Aktien","4.049.099,44","0,01","4.049.099,44","319.387,00","12,68","Niederlande","Euronext Amsterdam","EUR"
"SINCH","SINCH","IT","Aktien","4.036.502,21","0,01","4.036.502,21","546.820,00","7,38","Schweden","Nasdaq Omx Nordic","SEK"
"ELI","ELIA GROUP SA","Versorger","Aktien","4.024.384,74","0,01","4.024.384,74","24.511,00","164,19","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"COV","COVIVIO SA","Immobilien","Aktien","4.020.696,39","0,01","4.020.696,39","51.337,00","78,32","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"WRT1V","WARTSILA","Industrie","Aktien","3.977.582,19","0,01","3.977.582,19","429.926,00","9,25","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"KGX","KION GROUP AG","Industrie","Aktien","3.957.678,35","0,01","3.957.678,35","60.443,00","65,48","Deutschland","Xetra","EUR"
"8954","ORIX JREIT REIT INC","Immobilien","Aktien","3.943.334,28","0,01","3.943.334,28","2.882,00","1.368,26","Japan","Tokyo Stock Exchange","JPY"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrie","Aktien","3.921.811,58","0,01","3.921.811,58","125.693,00","31,20","Kanada","Toronto Stock Exchange","CAD"
"NEM","NEMETSCHEK","IT","Aktien","3.925.235,48","0,01","3.925.235,48","38.769,00","101,25","Deutschland","Xetra","EUR"
"7752","RICOH LTD","IT","Aktien","3.913.002,96","0,01","3.913.002,96","479.100,00","8,17","Japan","Tokyo Stock Exchange","JPY"
"BC8","BECHTLE AG","IT","Aktien","3.909.281,24","0,01","3.909.281,24","70.602,00","55,37","Deutschland","Xetra","EUR"
"1812","KAJIMA CORP","Industrie","Aktien","3.894.144,09","0,01","3.894.144,09","322.667,00","12,07","Japan","Tokyo Stock Exchange","JPY"
"2267","YAKULT HONSHA LTD","Nichtzyklische Konsumgüter","Aktien","3.875.582,95","0,01","3.875.582,95","72.400,00","53,53","Japan","Tokyo Stock Exchange","JPY"
"SDR","SCHRODERS PLC","Financials","Aktien","3.874.888,83","0,01","3.874.888,83","90.357,00","42,88","Vereinigtes Königreich","London Stock Exchange","GBP"
"V03","VENTURE CORPORATION LTD","IT","Aktien","3.876.128,53","0,01","3.876.128,53","296.300,00","13,08","Singapur","Singapore Exchange","SGD"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrie","Aktien","3.862.143,32","0,01","3.862.143,32","1.045.235,00","3,69","Singapur","NASDAQ","USD"
"3436","SUMCO CORP","IT","Aktien","3.851.200,78","0,01","3.851.200,78","241.400,00","15,95","Japan","Tokyo Stock Exchange","JPY"
"2127","NIHON M&A CENTER HOLDINGS INC","Industrie","Aktien","3.852.517,94","0,01","3.852.517,94","255.100,00","15,10","Japan","Tokyo Stock Exchange","JPY"
"ELUX B","ELECTROLUX CLASS B","Zyklische Konsumgüter ","Aktien","3.805.877,81","0,01","3.805.877,81","251.442,00","15,14","Schweden","Nasdaq Omx Nordic","SEK"
"VCX","VICINITY CENTRES","Immobilien","Aktien","3.810.048,58","0,01","3.810.048,58","2.679.417,00","1,42","Australien","Asx - All Markets","AUD"
"LIFCO B","LIFCO CLASS B","Industrie","Aktien","3.791.646,98","0,01","3.791.646,98","143.710,00","26,38","Schweden","Nasdaq Omx Nordic","SEK"
"7951","YAMAHA CORP","Zyklische Konsumgüter ","Aktien","3.789.691,39","0,01","3.789.691,39","87.500,00","43,31","Japan","Tokyo Stock Exchange","JPY"
"AIA","AUCKLAND INTERNATIONAL AIRPORT LTD","Industrie","Aktien","3.718.654,07","0,01","3.718.654,07","683.362,00","5,44","Neuseeland","New Zealand Exchange Ltd","NZD"
"8473","SBI HOLDINGS INC","Financials","Aktien","3.707.555,05","0,01","3.707.555,05","148.900,00","24,90","Japan","Tokyo Stock Exchange","JPY"
"IPN","IPSEN SA","Gesundheitsversorgung","Aktien","3.691.524,43","0,01","3.691.524,43","28.241,00","130,72","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"CU","CANADIAN UTILITIES LTD CLASS A","Versorger","Aktien","3.686.881,41","0,01","3.686.881,41","118.868,00","31,02","Kanada","Toronto Stock Exchange","CAD"
"1308","SITC INTERNATIONAL HOLDINGS LTD","Industrie","Aktien","3.672.044,11","0,01","3.672.044,11","972.000,00","3,78","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"PHNX","PHOENIX GROUP HOLDINGS PLC","Financials","Aktien","3.666.679,79","0,01","3.666.679,79","447.658,00","8,19","Vereinigtes Königreich","London Stock Exchange","GBP"
"9501","TOKYO ELECTRIC POWER HOLDINGS INC","Versorger","Aktien","3.648.229,04","0,01","3.648.229,04","1.159.300,00","3,15","Japan","Tokyo Stock Exchange","JPY"
"REA","REA GROUP LTD","Kommunikation","Aktien","3.648.582,48","0,01","3.648.582,48","35.980,00","101,41","Australien","Asx - All Markets","AUD"
"AUD","AUD CASH","Cash und/oder Derivate","Geldmarkt","3.638.203,62","0,01","3.638.203,62","4.771.727,00","76,25","Australien","-","AUD"
"PAAS","PAN AMERICAN SILVER CORP","Materialien","Aktien","3.590.006,11","0,01","3.590.006,11","130.951,00","27,41","Kanada","Toronto Stock Exchange","CAD"
"5332","TOTO LTD","Industrie","Aktien","3.581.292,55","0,01","3.581.292,55","93.057,00","38,48","Japan","Tokyo Stock Exchange","JPY"
"ORNBV","ORION CLASS B","Gesundheitsversorgung","Aktien","3.579.801,15","0,01","3.579.801,15","77.588,00","46,14","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"LUND B","LUNDBERGFORETAGEN CLASS B","Financials","Aktien","3.550.895,41","0,01","3.550.895,41","67.076,00","52,94","Schweden","Nasdaq Omx Nordic","SEK"
"9766","KONAMI HOLDINGS CORP","Kommunikation","Aktien","3.545.760,09","0,01","3.545.760,09","53.773,00","65,94","Japan","Tokyo Stock Exchange","JPY"
"SIRI","SIRIUS XM HOLDINGS INC","Kommunikation","Aktien","3.528.949,88","0,01","3.528.949,88","533.074,00","6,62","Vereinigte Staaten","NASDAQ","USD"
"RCO","REMY COINTREAU SA","Nichtzyklische Konsumgüter","Aktien","3.509.441,83","0,01","3.509.441,83","16.572,00","211,77","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"7261","MAZDA MOTOR CORP","Zyklische Konsumgüter ","Aktien","3.494.231,72","0,01","3.494.231,72","477.100,00","7,32","Japan","Tokyo Stock Exchange","JPY"
"BOL","BOLLORE","Kommunikation","Aktien","3.490.160,43","0,01","3.490.160,43","687.950,00","5,07","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SGRE","SIEMENS GAMESA RENEWABLE ENERGY SA","Industrie","Aktien","3.491.567,78","0,01","3.491.567,78","187.214,00","18,65","Spanien","Bolsa De Madrid","EUR"
"BIM","BIOMERIEUX SA","Gesundheitsversorgung","Aktien","3.484.046,08","0,01","3.484.046,08","31.677,00","109,99","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"17","NEW WORLD DEVELOPMENT COMPANY LTD","Immobilien","Aktien","3.456.245,35","0,01","3.456.245,35","835.814,00","4,14","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"9042","HANKYU HANSHIN HOLDINGS INC","Industrie","Aktien","3.419.043,76","0,01","3.419.043,76","120.100,00","28,47","Japan","Tokyo Stock Exchange","JPY"
"BCE","BCE INC","Kommunikation","Aktien","3.389.345,42","0,01","3.389.345,42","59.095,00","57,35","Kanada","Toronto Stock Exchange","CAD"
"BEPC","BROOKFIELD RENEWABLE SUBORDINATE V","Versorger","Aktien","3.391.002,23","0,01","3.391.002,23","80.679,00","42,03","Kanada","Toronto Stock Exchange","CAD"
"IEL","IDP EDUCATION PTY LTDINARY","Zyklische Konsumgüter ","Aktien","3.370.991,44","0,01","3.370.991,44","148.265,00","22,74","Australien","Asx - All Markets","AUD"
"UBI","UBISOFT ENTERTAINMENT SA CAT A","Kommunikation","Aktien","3.358.477,63","0,01","3.358.477,63","72.260,00","46,48","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SOFI","SOFI TECHNOLOGIES INC","Financials","Aktien","3.350.478,24","0,01","3.350.478,24","367.377,00","9,12","Vereinigte Staaten","NASDAQ","USD"
"INDU A","INDUSTRIVARDEN A","Financials","Aktien","3.350.192,22","0,01","3.350.192,22","116.884,00","28,66","Schweden","Nasdaq Omx Nordic","SEK"
"4185","JSR CORP","Materialien","Aktien","3.351.960,74","0,01","3.351.960,74","114.800,00","29,20","Japan","Tokyo Stock Exchange","JPY"
"C6L","SINGAPORE AIRLINES LTD","Industrie","Aktien","3.337.003,94","0,01","3.337.003,94","814.355,00","4,10","Singapur","Singapore Exchange","SGD"
"CLN","CLARIANT AG","Materialien","Aktien","3.327.032,70","0,01","3.327.032,70","191.821,00","17,34","Schweiz","SIX Swiss Exchange","CHF"
"SEK","SEK CASH","Cash und/oder Derivate","Geldmarkt","3.317.408,52","0,01","3.317.408,52","31.157.267,00","10,65","Schweden","-","SEK"
"4536","SANTEN PHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","3.314.926,80","0,01","3.314.926,80","333.644,00","9,94","Japan","Tokyo Stock Exchange","JPY"
"7259","AISIN CORP","Zyklische Konsumgüter ","Aktien","3.305.339,23","0,01","3.305.339,23","99.398,00","33,25","Japan","Tokyo Stock Exchange","JPY"
"JMAT","JOHNSON MATTHEY PLC","Materialien","Aktien","3.293.836,36","0,01","3.293.836,36","128.709,00","25,59","Vereinigtes Königreich","London Stock Exchange","GBP"
"KEY","KEYERA CORP","Energie","Aktien","3.288.155,90","0,01","3.288.155,90","128.333,00","25,62","Kanada","Toronto Stock Exchange","CAD"
"HL.","HARGREAVES LANSDOWN PLC","Financials","Aktien","3.274.495,78","0,01","3.274.495,78","238.642,00","13,72","Vereinigtes Königreich","London Stock Exchange","GBP"
"SAGA B","SAGAX CLASS B","Immobilien","Aktien","3.268.288,07","0,01","3.268.288,07","107.705,00","30,34","Schweden","Nasdaq Omx Nordic","SEK"
"REH","REECE LTD","Industrie","Aktien","3.258.575,14","0,01","3.258.575,14","237.171,00","13,74","Australien","Asx - All Markets","AUD"
"4912","LION CORP","Nichtzyklische Konsumgüter","Aktien","3.228.418,02","0,01","3.228.418,02","289.700,00","11,14","Japan","Tokyo Stock Exchange","JPY"
"M44U","MAPLETREE LOGISTICS TRUST UNITS","Immobilien","Aktien","3.211.716,43","0,01","3.211.716,43","2.317.988,00","1,39","Singapur","Singapore Exchange","SGD"
"BANB","BACHEM HOLDING AG","Gesundheitsversorgung","Aktien","3.205.891,19","0,01","3.205.891,19","5.599,00","572,58","Schweiz","SIX Swiss Exchange","CHF"
"MEL","MERIDIAN ENERGY LTD","Versorger","Aktien","3.205.431,63","0,01","3.205.431,63","882.441,00","3,63","Neuseeland","New Zealand Exchange Ltd","NZD"
"INDU C","INDUSTRIVARDEN SERIES","Financials","Aktien","3.185.946,65","0,01","3.185.946,65","113.429,00","28,09","Schweden","Nasdaq Omx Nordic","SEK"
"FDJ","LA FRANCAISE DES JEUX SA","Zyklische Konsumgüter ","Aktien","3.173.052,18","0,01","3.173.052,18","80.983,00","39,18","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"SCHN","SCHINDLER HOLDING AG","Industrie","Aktien","3.172.683,22","0,01","3.172.683,22","15.212,00","208,56","Schweiz","SIX Swiss Exchange","CHF"
"AMUN","AMUNDI SA","Financials","Aktien","3.151.672,49","0,01","3.151.672,49","47.118,00","66,89","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"BMW3","BMW PREF AG","Zyklische Konsumgüter ","Aktien","3.129.848,76","0,01","3.129.848,76","40.187,00","77,88","Deutschland","Xetra","EUR"
